GENESIS-Tabelle: 31211-05-01-5-B
Wohngebäude nach Anzahl der Wohnungen;;;;;;;
- Stichtag 09.05.2011;;;;;;;
regionale Ebenen;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;
Stichtag: 09.05.2011;;;;;;;
;;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude
;;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen;Gebäude nach Zahl der Wohnungen
;;Insgesamt;1 Wohnung;2 Wohnungen;3 - 6 Wohnungen;7 - 12 Wohnungen;13 und mehr Wohnungen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
0714308208;Berod bei Wallmerod;176;140;29;7;-;-
0714308210;Bilkheim;164;132;18;14;-;-
0714308220;Ettinghausen;112;82;24;6;-;-
0714308232;Hahn am See;173;143;21;9;-;-
0714308239;Herschbach (Oberwesterwald);304;249;42;13;-;-
0714308251;Kuhnhöfen;57;48;3;6;-;-
0714308263;Meudt;631;497;94;37;3;-
0714308266;Molsberg;169;140;26;3;-;-
0714308273;Niederahr;265;199;54;12;-;-
0714308281;Oberahr;187;125;49;10;3;-
0714308290;Salz, Westerwald;288;224;51;13;-;-
0714308304;Wallmerod;433;353;62;18;-;-
0714308316;Zehnhausen bei Wallmerod;71;68;3;-;-;-
0714308501;Elbingen;100;78;19;3;-;-
0714308502;Mähren;81;72;9;-;-;-
0714309;Westerburg, Verbandsgem.;7439;5650;1317;420;49;3
0714309200;Ailertchen;221;186;29;3;3;-
0714309207;Bellingen, Westerwald;219;165;25;26;3;-
0714309209;Berzhahn;179;144;28;7;-;-
0714309213;Brandscheid, Westerwald;159;129;24;6;-;-
0714309219;Enspel;108;105;3;-;-;-
0714309224;Gemünden, Westerwald;357;261;83;13;-;-
0714309226;Girkenroth;206;175;28;3;-;-
0714309228;Guckheim;328;278;41;9;-;-
0714309230;Härtlingen;145;126;19;-;-;-
0714309233;Halbs;114;92;19;3;-;-
0714309238;Hergenroth;155;106;42;7;-;-
0714309242;Höhn;1035;797;195;39;4;-
0714309247;Kaden;203;157;43;3;-;-
0714309249;Kölbingen;344;261;63;20;-;-
0714309254;Langenhahn;470;351;101;15;3;-
0714309284;Pottum;371;263;85;23;-;-
0714309288;Rotenhain;185;147;25;13;-;-
0714309289;Rothenbach;328;274;48;6;-;-
0714309293;Stahlhofen am Wiesensee;114;81;10;20;3;-
0714309298;Stockum-Püschen;212;158;50;4;-;-
0714309307;Weltersburg;109;93;10;6;-;-
0714309308;Westerburg;1470;988;267;182;30;3
0714309312;Willmenrod;234;169;50;12;3;-
0714309314;Winnen;173;144;29;-;-;-
0714310;Wirges, Verbandsgem.;5745;4287;1017;390;48;3
0714310003;Bannberscheid;210;159;42;9;-;-
0714310010;Dernbach (Westerwald);723;544;136;40;-;3
0714310012;Ebernhahn;428;334;67;27;-;-
0714310028;Helferskirchen;398;320;47;31;-;-
0714310042;Leuterod;286;224;51;11;-;-
0714310047;Mogendorf;393;290;88;12;3;-
0714310049;Moschheim;252;210;32;10;-;-
0714310060;Ötzingen;405;317;59;29;-;-
0714310070;Siershahn;876;634;174;68;-;-
0714310073;Staudt;387;306;63;15;3;-
0714310081;Wirges;1321;897;244;138;42;-
0714310275;Niedersayn;66;52;14;-;-;-
07211000;Trier, krsfr. Stadt;19632;10316;2996;4719;1262;339
0723100134;Wittlich, verbandsfr. Gemeinde;4451;3118;625;571;114;23
0723100502;Morbach, verbandsfr. Gemeinde;3665;2832;598;225;6;4
0723101;Bernkastel-Kues, Verbandsgem.;8303;6272;1307;668;47;9
0723101008;Bernkastel-Kues;2115;1356;378;340;32;9
0723101012;Brauneberg;460;368;67;25;-;-
0723101016;Burgen b Bernkastel-Kues;231;182;38;11;-;-
0723101030;Erden;161;141;14;3;3;-
0723101040;Gornhausen;87;70;14;3;-;-
0723101041;Graach an der Mosel;277;234;39;4;-;-
0723101056;Hochscheid;97;81;13;3;-;-
0723101066;Kesten;140;101;36;3;-;-
0723101070;Kleinich;267;215;42;10;-;-
0723101071;Kommen;91;81;7;3;-;-
0723101075;Lieser;509;393;71;42;3;-
0723101076;Lösnich;176;148;15;13;-;-
0723101077;Longkamp;397;326;65;6;-;-
0723101081;Maring-Noviand;572;443;91;38;-;-
0723101086;Minheim;180;122;37;18;3;-
0723101087;Monzelfeld;434;338;68;28;-;-
0723101090;Mülheim (Mosel);356;271;48;37;-;-
0723101092;Neumagen-Dhron;868;713;131;24;-;-
0723101105;Piesport;770;587;119;57;7;-
0723101125;Ürzig;347;266;52;26;3;-
0723101126;Veldenz;357;269;63;19;6;-
0723101133;Wintrich;381;312;57;12;-;-
0723101136;Zeltingen-Rachtig;848;677;129;42;-;-
0723102;Kröv-Bausendorf, Verbandsgem.;3224;2460;562;202;-;-
0723102004;Bausendorf;444;332;81;31;-;-
0723102005;Bengel;322;263;37;22;-;-
0723102020;Diefenbach;41;38;-;3;-;-
0723102033;Flußbach;163;116;40;7;-;-
0723102057;Hontheim;338;262;67;9;-;-
0723102067;Kinderbeuern;366;271;68;27;-;-
0723102068;Kinheim;337;265;49;23;-;-
0723102072;Kröv;784;585;139;60;-;-
0723102110;Reil;404;306;78;20;-;-
0723102132;Willwerscheid;25;22;3;-;-;-
0723103;Manderscheid, Verbandsgem.;3104;2552;422;121;9;-
0723103009;Bettenfeld;337;278;47;12;-;-
0723103021;Dierfeld;-;-;-;-;-;-
0723103025;Eckfeld;131;100;25;6;-;-
0723103026;Eisenschmitt;164;144;17;3;-;-
0723103036;Gipperath;95;86;6;3;-;-
0723103044;Greimerath, Eifel;107;104;3;-;-;-
0723103046;Großlittgen;404;338;51;15;-;-
0723103049;Hasborn;205;188;11;6;-;-
0723103065;Karl;87;77;10;-;-;-
0723103074;Laufeld;185;166;19;-;-;-
0723103080;Manderscheid, Eifel;477;329;84;58;6;-
0723103082;Meerfeld;128;94;34;-;-;-
0723103091;Musweiler;26;26;-;-;-;-
0723103095;Niederöfflingen;169;147;19;3;-;-
0723103096;Niederscheidweiler;100;78;22;-;-;-
0723103100;Oberöfflingen;103;97;6;-;-;-
0723103101;Oberscheidweiler;67;45;16;6;-;-
0723103104;Pantenburg;100;78;22;-;-;-
0723103114;Schladt;56;42;8;3;3;-
0723103116;Schwarzenborn, Eifel;25;25;-;-;-;-
0723103127;Wallscheid;138;110;22;6;-;-
0723105;Neumagen-Dhron, Verbandsgem.;2218;1757;340;111;10;-
0723105086;Minheim;-;-;-;-;-;-
0723105092;Neumagen-Dhron;-;-;-;-;-;-
0723105105;Piesport;-;-;-;-;-;-
0723105207;Trittenheim;-;-;-;-;-;-
0723106;Thalfang am Erbeskopf, Verbandsgem.;2706;2138;457;102;9;-
0723106006;Berglicht;182;163;19;-;-;-
0723106017;Burtscheid;43;43;-;-;-;-
0723106018;Deuselbach;124;94;23;4;3;-
0723106019;Dhronecken;64;48;13;3;-;-
0723106032;Etgert;25;22;3;-;-;-
0723106035;Gielert;50;40;10;-;-;-
0723106042;Gräfendhron;46;25;15;6;-;-
0723106054;Hilscheid;104;69;25;7;3;-
0723106058;Horath;165;131;34;-;-;-
0723106064;Immert;51;38;10;-;3;-
0723106078;Lückenburg;32;25;7;-;-;-
0723106079;Malborn;520;441;66;13;-;-
0723106083;Merschbach;18;12;6;-;-;-
0723106093;Neunkirchen, Hunsrück;47;44;3;-;-;-
0723106112;Rorodt;27;19;4;4;-;-
0723106115;Schönberg b Hermeskeil;78;65;13;-;-;-
0723106122;Talling;82;63;12;7;-;-
0723106123;Thalfang;604;409;150;45;-;-
0723106202;Breit;98;94;4;-;-;-
0723106203;Büdlich;73;67;3;3;-;-
0723106204;Heidenburg;273;226;37;10;-;-
0723107;Traben-Trarbach, Verbandsgem.;3188;2310;525;314;24;15
0723107014;Burg (Mosel);164;122;32;10;-;-
0723107029;Enkirch;633;496;94;43;-;-
0723107120;Starkenburg;104;82;19;3;-;-
0723107124;Traben-Trarbach;1818;1230;320;235;18;15
0723107206;Lötzbeuren;195;138;34;17;6;-
0723107501;Irmenach;274;242;26;6;-;-
0723108;Wittlich-Land, Verbandsgem.;7858;6118;1324;397;16;3
0723108001;Altrich;505;367;102;33;3;-
0723108003;Arenrath;140;112;28;-;-;-
0723108007;Bergweiler;317;242;65;10;-;-
0723108009;Bettenfeld;-;-;-;-;-;-
0723108010;Binsfeld;442;360;58;21;3;-
0723108013;Bruch;192;140;32;20;-;-
0723108021;Dierfeld;-;-;-;-;-;-
0723108022;Dierscheid;71;57;10;4;-;-
0723108023;Dodenburg;47;37;10;-;-;-
0723108024;Dreis;500;407;74;19;-;-
0723108025;Eckfeld;-;-;-;-;-;-
0723108026;Eisenschmitt;-;-;-;-;-;-
0723108031;Esch b Wittlich;141;99;30;9;3;-
0723108036;Gipperath;-;-;-;-;-;-
0723108037;Gladbach;156;120;32;4;-;-
0723108044;Greimerath;-;-;-;-;-;-
0723108046;Großlittgen;-;-;-;-;-;-
0723108049;Hasborn;-;-;-;-;-;-
0723108050;Heckenmünster;52;49;-;3;-;-
0723108051;Heidweiler;85;68;10;3;4;-
0723108053;Hetzerath;711;552;121;38;-;-
0723108062;Hupperath;228;186;39;3;-;-
0723108065;Karl;-;-;-;-;-;-
0723108069;Klausen;476;391;45;37;3;-
0723108074;Laufeld;-;-;-;-;-;-
0723108080;Manderscheid;-;-;-;-;-;-
0723108082;Meerfeld;-;-;-;-;-;-
0723108085;Minderlittgen;261;194;52;12;-;3
0723108091;Musweiler;-;-;-;-;-;-
0723108095;Niederöfflingen;-;-;-;-;-;-
0723108096;Niederscheidweiler;-;-;-;-;-;-
0723108100;Oberöfflingen;-;-;-;-;-;-
0723108101;Oberscheidweiler;-;-;-;-;-;-
0723108103;Osann-Monzel;554;412;105;37;-;-
0723108104;Pantenburg;-;-;-;-;-;-
0723108107;Platten;279;204;50;25;-;-
0723108108;Plein;259;226;33;-;-;-
0723108111;Rivenich;262;224;29;9;-;-
0723108113;Salmtal;740;552;137;51;-;-
0723108114;Schladt;-;-;-;-;-;-
0723108116;Schwarzenborn;-;-;-;-;-;-
0723108117;Sehlem b Wittlich;319;229;72;18;-;-
0723108127;Wallscheid;-;-;-;-;-;-
0723108503;Landscheid;828;656;140;32;-;-
0723108504;Niersbach;293;234;50;9;-;-
0723109;Traben-Trarbach;-;-;-;-;-;-
0723109004;Bausendorf;-;-;-;-;-;-
0723109005;Bengel;-;-;-;-;-;-
0723109014;Burg (Mosel);-;-;-;-;-;-
0723109020;Diefenbach;-;-;-;-;-;-
0723109029;Enkirch;-;-;-;-;-;-
0723109033;Flußbach;-;-;-;-;-;-
0723109057;Hontheim;-;-;-;-;-;-
0723109067;Kinderbeuern;-;-;-;-;-;-
0723109068;Kinheim;-;-;-;-;-;-
0723109072;Kröv;-;-;-;-;-;-
0723109110;Reil;-;-;-;-;-;-
0723109120;Starkenburg;-;-;-;-;-;-
0723109124;Traben-Trarbach;-;-;-;-;-;-
0723109132;Willwerscheid;-;-;-;-;-;-
0723109206;Lötzbeuren;-;-;-;-;-;-
0723109501;Irmenach;-;-;-;-;-;-
0723200018;Bitburg, verbandsfr. Gemeinde;3384;2165;677;458;53;31
0723201;Arzfeld, Verbandsgem.;3632;3014;473;142;3;-
0723201201;Arzfeld;455;367;70;18;-;-
0723201211;Dackscheid;60;39;21;-;-;-
0723201212;Dahnen;134;122;9;3;-;-
0723201213;Daleiden;320;270;27;23;-;-
0723201214;Dasburg;114;108;6;-;-;-
0723201217;Eilscheid;22;22;-;-;-;-
0723201220;Eschfeld;69;69;-;-;-;-
0723201221;Euscheid;46;36;6;4;-;-
0723201229;Großkampenberg;53;49;4;-;-;-
0723201233;Hargarten;36;27;9;-;-;-
0723201234;Harspelt;16;16;-;-;-;-
0723201240;Herzfeld, Eifel;6;3;3;-;-;-
0723201245;Irrhausen;96;84;12;-;-;-
0723201246;Jucken;75;66;9;-;-;-
0723201247;Kesfeld;37;28;6;3;-;-
0723201248;Kickeshausen;10;7;3;-;-;-
0723201249;Kinzenburg;20;14;6;-;-;-
0723201253;Krautscheid;80;68;12;-;-;-
0723201254;Lambertsberg;115;76;30;9;-;-
0723201255;Lascheid;28;15;13;-;-;-
0723201258;Lauperath;44;41;-;3;-;-
0723201259;Leidenborn;58;47;8;3;-;-
0723201260;Lichtenborn;127;105;16;6;-;-
0723201261;Lierfeld;32;29;3;-;-;-
0723201262;Lünebach;235;178;45;12;-;-
0723201263;Lützkampen;151;133;14;4;-;-
0723201264;Manderscheid b Waxweiler;20;20;-;-;-;-
0723201267;Mauel;26;22;4;-;-;-
0723201270;Merlscheid;13;6;7;-;-;-
0723201277;Niederpierscheid;16;13;3;-;-;-
0723201285;Oberpierscheid;125;110;12;3;-;-
0723201287;Olmscheid;63;54;6;3;-;-
0723201291;Pintesfeld;15;15;-;-;-;-
0723201293;Plütscheid;134;118;10;6;-;-
0723201294;Preischeid;72;62;7;3;-;-
0723201297;Reiff;19;13;6;-;-;-
0723201298;Reipeldingen;40;37;3;-;-;-
0723201301;Roscheid;27;18;3;3;3;-
0723201309;Sengerich;7;7;-;-;-;-
0723201310;Sevenig (Our);40;37;-;3;-;-
0723201315;Strickscheid;9;9;-;-;-;-
0723201322;Waxweiler;410;313;67;30;-;-
0723201333;Üttfeld;157;141;13;3;-;-
0723202;Bitburg-Land, Verbandsgem.;6113;4661;1119;319;11;3
0723202009;Baustert;168;126;36;6;-;-
0723202013;Bettingen;388;305;64;19;-;-
0723202014;Bickendorf;173;117;46;10;-;-
0723202015;Biersdorf am See;195;138;41;9;4;3
0723202017;Birtlingen;11;7;4;-;-;-
0723202020;Brecht;82;63;19;-;-;-
0723202021;Brimingen;22;18;-;4;-;-
0723202024;Dahlem b Bitburg;114;88;22;4;-;-
0723202026;Dockendorf;68;47;15;6;-;-
0723202027;Dudeldorf;430;313;73;44;-;-
0723202029;Echtershausen;42;36;6;-;-;-
0723202030;Ehlenz;167;147;17;3;-;-
0723202032;Enzen;15;9;6;-;-;-
0723202034;Eßlingen;42;28;8;6;-;-
0723202036;Feilsdorf;19;19;-;-;-;-
0723202039;Fließem;259;178;66;15;-;-
0723202044;Gondorf;97;73;24;-;-;-
0723202045;Halsdorf;44;30;14;-;-;-
0723202046;Hamm, Eifel;19;15;-;4;-;-
0723202048;Heilenbach;46;43;3;-;-;-
0723202052;Hisel;6;6;-;-;-;-
0723202057;Hütterscheid;71;56;15;-;-;-
0723202058;Hüttingen an der Kyll;130;116;11;3;-;-
0723202060;Idenheim;145;108;23;14;-;-
0723202061;Idesheim;132;97;26;9;-;-
0723202062;Ingendorf;66;44;15;7;-;-
0723202074;Ließem;34;20;14;-;-;-
0723202077;Meckel;133;110;20;3;-;-
0723202079;Messerich;184;157;23;4;-;-
0723202081;Metterich;177;122;46;9;-;-
0723202083;Mülbach;44;32;12;-;-;-
0723202086;Nattenheim;193;131;43;15;4;-
0723202091;Niederstedem;95;83;6;6;-;-
0723202092;Niederweiler, Eifel;27;27;-;-;-;-
0723202097;Oberstedem;17;7;6;4;-;-
0723202098;Oberweiler;47;30;14;3;-;-
0723202099;Oberweis;202;155;41;6;-;-
0723202100;Olsdorf;35;29;6;-;-;-
0723202109;Rittersdorf, Eifel;469;372;65;32;-;-
0723202111;Röhl;195;166;25;4;-;-
0723202115;Scharfbillig;28;22;6;-;-;-
0723202118;Schleid b Bitburg;134;95;32;7;-;-
0723202119;Seffern;115;78;31;6;-;-
0723202120;Sefferweich;83;55;22;6;-;-
0723202124;Stockem;32;25;7;-;-;-
0723202125;Sülm;168;156;9;3;-;-
0723202126;Trimport;96;72;17;7;-;-
0723202133;Wettlingen;13;9;4;-;-;-
0723202134;Wiersdorf;83;60;14;6;3;-
0723202137;Wolsfeld;279;196;64;19;-;-
0723202501;Wißmannsdorf;279;225;38;16;-;-
0723203;Irrel, Verbandsgem.;3298;2563;498;227;10;-
0723203002;Alsdorf, Eifel;162;128;31;3;-;-
0723203019;Bollendorf;658;494;84;70;10;-
0723203028;Echternacherbrück;233;154;50;29;-;-
0723203033;Ernzen;160;144;12;4;-;-
0723203037;Ferschweiler;344;287;43;14;-;-
0723203053;Holsthum;235;203;25;7;-;-
0723203063;Irrel;415;271;105;39;-;-
0723203065;Kaschenbach;19;16;3;-;-;-
0723203078;Menningen;80;70;7;3;-;-
0723203082;Minden, Sauer;79;56;14;9;-;-
0723203093;Niederweis;88;64;15;9;-;-
0723203103;Peffingen;85;73;9;3;-;-
0723203108;Prümzurlay;220;179;23;18;-;-
0723203114;Schankweiler;78;66;12;-;-;-
0723203131;Wallendorf;168;134;21;13;-;-
0723203218;Eisenach;128;101;27;-;-;-
0723203225;Gilzem;146;123;17;6;-;-
0723204;Kyllburg, Verbandsgem.;3288;2578;571;133;6;-
0723204007;Badem;409;323;59;21;6;-
0723204035;Etteldorf;4;4;-;-;-;-
0723204043;Gindorf;143;119;21;3;-;-
0723204070;Kyllburg;393;304;64;25;-;-
0723204071;Kyllburgweiler;38;32;3;3;-;-
0723204075;Malberg, Eifel;318;273;42;3;-;-
0723204076;Malbergweich;142;108;30;4;-;-
0723204087;Neidenbach;327;245;72;10;-;-
0723204101;Orsfeld;55;45;10;-;-;-
0723204105;Pickließem;131;101;30;-;-;-
0723204113;Sankt Thomas;133;115;12;6;-;-
0723204129;Usch;28;28;-;-;-;-
0723204135;Wilsecker;66;37;26;3;-;-
0723204203;Balesfeld;81;54;21;6;-;-
0723204210;Burbach, Eifel;281;219;50;12;-;-
0723204228;Gransdorf;139;89;38;12;-;-
0723204273;Neuheilenbach;97;80;17;-;-;-
0723204282;Oberkail;276;219;38;19;-;-
0723204306;Seinsfeld;65;49;16;-;-;-
0723204313;Steinborn;89;70;19;-;-;-
0723204331;Zendscheid;73;64;3;6;-;-
0723205;Neuerburg, Verbandsgem.;3507;2902;431;165;6;3
0723205001;Affler;17;17;-;-;-;-
0723205002;Alsdorf;-;-;-;-;-;-
0723205003;Altscheid;22;18;-;4;-;-
0723205004;Ammeldingen an der Our;12;6;3;3;-;-
0723205005;Ammeldingen bei Neuerburg;66;59;7;-;-;-
0723205008;Bauler b Neuerburg;48;42;-;6;-;-
0723205011;Berkoth;46;34;9;3;-;-
0723205012;Berscheid;16;9;7;-;-;-
0723205016;Biesdorf;102;80;13;9;-;-
0723205019;Bollendorf;-;-;-;-;-;-
0723205022;Burg;6;6;-;-;-;-
0723205025;Dauwelshausen;33;33;-;-;-;-
0723205028;Echternacherbrück;-;-;-;-;-;-
0723205031;Emmelbaum;20;20;-;-;-;-
0723205033;Ernzen;-;-;-;-;-;-
0723205037;Ferschweiler;-;-;-;-;-;-
0723205038;Fischbach-Oberraden;25;22;3;-;-;-
0723205040;Geichlingen;146;133;6;7;-;-
0723205041;Gemünd;21;14;3;4;-;-
0723205042;Gentingen;26;19;-;7;-;-
0723205047;Heilbach;43;40;3;-;-;-
0723205049;Herbstmühle;6;3;3;-;-;-
0723205053;Holsthum;-;-;-;-;-;-
0723205054;Hommerdingen;25;18;7;-;-;-
0723205056;Hütten, Eifel;23;23;-;-;-;-
0723205059;Hüttingen bei Lahr;47;34;10;3;-;-
0723205063;Irrel;-;-;-;-;-;-
0723205064;Karlshausen;149;134;12;3;-;-
0723205065;Kaschenbach;-;-;-;-;-;-
0723205066;Keppeshausen;9;9;-;-;-;-
0723205067;Körperich;368;283;66;19;-;-
0723205068;Koxhausen;36;33;3;-;-;-
0723205069;Kruchten;152;127;25;-;-;-
0723205072;Lahr, Eifel;95;73;13;9;-;-
0723205073;Leimbach b Neuerburg;25;21;4;-;-;-
0723205078;Menningen;-;-;-;-;-;-
0723205080;Mettendorf;399;331;53;15;-;-
0723205082;Minden;-;-;-;-;-;-
0723205084;Muxerath;18;18;-;-;-;-
0723205085;Nasingen;13;13;-;-;-;-
0723205088;Neuerburg;472;360;61;42;6;3
0723205089;Niedergeckler;19;16;3;-;-;-
0723205090;Niederraden;17;10;7;-;-;-
0723205093;Niederweis;-;-;-;-;-;-
0723205094;Niehl;24;24;-;-;-;-
0723205095;Nusbaum;175;152;20;3;-;-
0723205096;Obergeckler;67;61;3;3;-;-
0723205102;Utscheid;176;157;19;-;-;-
0723205103;Peffingen;-;-;-;-;-;-
0723205106;Plascheid;23;23;-;-;-;-
0723205108;Prümzurlay;-;-;-;-;-;-
0723205110;Rodershausen;78;69;3;6;-;-
0723205112;Roth an der Our;93;84;6;3;-;-
0723205114;Schankweiler;-;-;-;-;-;-
0723205116;Scheitenkorb;10;10;-;-;-;-
0723205117;Scheuern;14;6;8;-;-;-
0723205121;Sevenig bei Neuerburg;13;13;-;-;-;-
0723205122;Sinspelt;145;114;22;9;-;-
0723205127;Übereisenbach;34;25;6;3;-;-
0723205128;Uppershausen;25;18;7;-;-;-
0723205130;Waldhof-Falkenstein;20;14;6;-;-;-
0723205131;Wallendorf;-;-;-;-;-;-
0723205132;Weidingen;62;51;7;4;-;-
0723205138;Zweifelscheid;26;23;3;-;-;-
0723205218;Eisenach;-;-;-;-;-;-
0723205225;Gilzem;-;-;-;-;-;-
0723206;Prüm, Verbandsgem.;7584;5907;1202;445;30;-
0723206202;Auw bei Prüm;257;210;41;6;-;-
0723206206;Bleialf;396;283;84;29;-;-
0723206207;Brandscheid, Eifel;109;97;12;-;-;-
0723206208;Buchet;125;101;24;-;-;-
0723206209;Büdesheim;254;192;51;11;-;-
0723206216;Dingdorf;29;17;12;-;-;-
0723206222;Feuerscheid;129;110;15;4;-;-
0723206223;Fleringen;116;91;19;6;-;-
0723206224;Giesdorf;55;42;13;-;-;-
0723206226;Weinsheim, Eifel;367;316;35;16;-;-
0723206227;Gondenbrett;187;153;30;4;-;-
0723206230;Großlangenfeld;69;57;9;3;-;-
0723206231;Habscheid;213;184;16;13;-;-
0723206236;Heckhuscheid;58;55;3;-;-;-
0723206238;Heisdorf;66;53;10;3;-;-
0723206250;Kleinlangenfeld;54;45;9;-;-;-
0723206256;Lasel;131;100;25;6;-;-
0723206265;Masthorn;10;3;7;-;-;-
0723206266;Matzerath;26;26;-;-;-;-
0723206271;Mützenich;58;42;13;3;-;-
0723206272;Neuendorf, Eifel;41;35;6;-;-;-
0723206276;Niederlauch;20;13;7;-;-;-
0723206279;Nimshuscheid;98;78;17;3;-;-
0723206280;Nimsreuland;40;34;3;3;-;-
0723206283;Oberlascheid;46;43;3;-;-;-
0723206284;Oberlauch;12;9;3;-;-;-
0723206288;Olzheim;172;129;34;9;-;-
0723206290;Orlenbach;103;86;17;-;-;-
0723206292;Pittenbach;35;23;6;6;-;-
0723206295;Pronsfeld;344;278;49;17;-;-
0723206296;Prüm;1589;1066;301;198;24;-
0723206300;Rommersheim;220;193;24;3;-;-
0723206302;Roth bei Prüm;152;115;24;13;-;-
0723206304;Schönecken;575;419;116;40;-;-
0723206305;Schwirzheim;153;129;17;7;-;-
0723206307;Seiwerath;53;43;10;-;-;-
0723206308;Sellerich;118;102;9;7;-;-
0723206318;Wallersheim;272;213;44;15;-;-
0723206320;Watzerath;136;119;9;8;-;-
0723206321;Wawern, Eifel;104;92;12;-;-;-
0723206327;Winringen;28;25;3;-;-;-
0723206328;Winterscheid;63;57;6;-;-;-
0723206329;Winterspelt;341;286;40;9;6;-
0723206332;Hersdorf;160;143;14;3;-;-
0723207;Speicher, Verbandsgem.;3189;2465;528;189;7;-
0723207006;Auw an der Kyll;57;45;9;3;-;-
0723207010;Beilingen;152;118;24;10;-;-
0723207050;Herforst;489;380;81;28;-;-
0723207055;Hosten;69;66;3;-;-;-
0723207104;Philippsheim;55;52;3;-;-;-
0723207107;Preist;296;246;44;6;-;-
0723207123;Speicher;1186;897;184;102;3;-
0723207289;Orenhofen;502;408;84;10;-;-
0723207311;Spangdahlem;383;253;96;30;4;-
0723208;Bitburger Land;-;-;-;-;-;-
0723208007;Badem;-;-;-;-;-;-
0723208009;Baustert;-;-;-;-;-;-
0723208013;Bettingen;-;-;-;-;-;-
0723208014;Bickendorf;-;-;-;-;-;-
0723208015;Biersdorf am See;-;-;-;-;-;-
0723208017;Birtlingen;-;-;-;-;-;-
0723208020;Brecht;-;-;-;-;-;-
0723208021;Brimingen;-;-;-;-;-;-
0723208024;Dahlem;-;-;-;-;-;-
0723208026;Dockendorf;-;-;-;-;-;-
0723208027;Dudeldorf;-;-;-;-;-;-
0723208029;Echtershausen;-;-;-;-;-;-
0723208030;Ehlenz;-;-;-;-;-;-
0723208032;Enzen;-;-;-;-;-;-
0723208034;Eßlingen;-;-;-;-;-;-
0723208035;Etteldorf;-;-;-;-;-;-
0723208036;Feilsdorf;-;-;-;-;-;-
0723208039;Fließem;-;-;-;-;-;-
0723208043;Gindorf;-;-;-;-;-;-
0723208044;Gondorf;-;-;-;-;-;-
0723208045;Halsdorf;-;-;-;-;-;-
0723208046;Hamm;-;-;-;-;-;-
0723208048;Heilenbach;-;-;-;-;-;-
0723208052;Hisel;-;-;-;-;-;-
0723208057;Hütterscheid;-;-;-;-;-;-
0723208058;Hüttingen an der Kyll;-;-;-;-;-;-
0723208060;Idenheim;-;-;-;-;-;-
0723208061;Idesheim;-;-;-;-;-;-
0723208062;Ingendorf;-;-;-;-;-;-
0723208070;Kyllburg;-;-;-;-;-;-
0723208071;Kyllburgweiler;-;-;-;-;-;-
0723208074;Ließem;-;-;-;-;-;-
0723208075;Malberg;-;-;-;-;-;-
0723208076;Malbergweich;-;-;-;-;-;-
0723208077;Meckel;-;-;-;-;-;-
0723208079;Messerich;-;-;-;-;-;-
0723208081;Metterich;-;-;-;-;-;-
0723208083;Mülbach;-;-;-;-;-;-
0723208086;Nattenheim;-;-;-;-;-;-
0723208087;Neidenbach;-;-;-;-;-;-
0723208091;Niederstedem;-;-;-;-;-;-
0723208092;Niederweiler;-;-;-;-;-;-
0723208097;Oberstedem;-;-;-;-;-;-
0723208098;Oberweiler;-;-;-;-;-;-
0723208099;Oberweis;-;-;-;-;-;-
0723208100;Olsdorf;-;-;-;-;-;-
0723208101;Orsfeld;-;-;-;-;-;-
0723208105;Pickließem;-;-;-;-;-;-
0723208109;Rittersdorf;-;-;-;-;-;-
0723208111;Röhl;-;-;-;-;-;-
0723208113;Sankt Thomas;-;-;-;-;-;-
0723208115;Scharfbillig;-;-;-;-;-;-
0723208118;Schleid;-;-;-;-;-;-
0723208119;Seffern;-;-;-;-;-;-
0723208120;Sefferweich;-;-;-;-;-;-
0723208124;Stockem;-;-;-;-;-;-
0723208125;Sülm;-;-;-;-;-;-
0723208126;Trimport;-;-;-;-;-;-
0723208129;Usch;-;-;-;-;-;-
0723208133;Wettlingen;-;-;-;-;-;-
0723208134;Wiersdorf;-;-;-;-;-;-
0723208135;Wilsecker;-;-;-;-;-;-
0723208137;Wolsfeld;-;-;-;-;-;-
0723208203;Balesfeld;-;-;-;-;-;-
0723208210;Burbach;-;-;-;-;-;-
0723208228;Gransdorf;-;-;-;-;-;-
0723208273;Neuheilenbach;-;-;-;-;-;-
0723208282;Oberkail;-;-;-;-;-;-
0723208306;Seinsfeld;-;-;-;-;-;-
0723208313;Steinborn;-;-;-;-;-;-
0723208331;Zendscheid;-;-;-;-;-;-
0723208501;Wißmannsdorf;-;-;-;-;-;-
0723301;Daun, Verbandsgem.;8125;6364;1231;464;48;18
0723301006;Betteldorf;105;86;16;3;-;-
0723301008;Bleckhausen;168;133;32;3;-;-
0723301011;Brockscheid;77;56;12;9;-;-
0723301014;Darscheid;287;239;39;9;-;-
0723301016;Demerath;126;107;16;3;-;-
0723301017;Deudesfeld;166;133;33;0;-;-
0723301018;Dockweiler;268;221;38;9;-;-
0723301020;Dreis-Brück;343;288;44;11;-;-
