GENESIS-Tabelle: 12411-07-01-5-B
Durchschnittsalter der Bevölkerung;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;
;;;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung
;;;;männlich;weiblich
;;;Jahre;Jahre;Jahre
31.12.2015;12071060;Drehnow;49,1;46,3;52,1
31.12.2015;12071074;Felixsee;49,8;48,4;51,2
31.12.2015;12071076;Forst (Lausitz);49,2;47,5;50,8
31.12.2015;12071153;Groß Schacksdorf-Simmersdorf;44,4;43,6;45,2
31.12.2015;12071160;Guben;51,7;49,7;53,6
31.12.2015;12071164;Guhrow;48,4;46,6;50,2
31.12.2015;12071176;Heinersbrück;46,1;44,7;47,6
31.12.2015;12071185;Hornow-Wadelsdorf;45,7;44,5;47,0
31.12.2015;12071189;Jämlitz-Klein Düben;47,1;45,5;48,7
31.12.2015;12071193;Jänschwalde;47,7;46,6;48,9
31.12.2015;12071244;Kolkwitz;47,9;46,8;49,1
31.12.2015;12071294;Neiße-Malxetal;47,8;46,1;49,5
31.12.2015;12071301;Neuhausen/Spree;48,4;47,4;49,4
31.12.2015;12071304;Peitz;47,9;46,0;49,8
31.12.2015;12071337;Schenkendöbern;49,8;48,5;51,2
31.12.2015;12071341;Schmogrow-Fehrow;47,0;46,4;47,6
31.12.2015;12071372;Spremberg;49,1;46,7;51,3
31.12.2015;12071384;Tauer;48,3;46,5;50,2
31.12.2015;12071386;Teichland;48,7;48,8;48,6
31.12.2015;12071392;Tschernitz;48,3;46,9;49,7
31.12.2015;12071401;Turnow-Preilack;47,1;45,6;48,6
31.12.2015;12071408;Welzow;50,8;48,3;53,3
31.12.2015;12071412;Werben;45,7;44,8;46,6
31.12.2015;12071414;Wiesengrund;47,4;46,2;48,7
31.12.2015;12072002;Am Mellensee;47,3;45,7;49,0
31.12.2015;12072014;Baruth/Mark;47,6;46,3;49,0
31.12.2015;12072017;Blankenfelde-Mahlow;44,1;43,1;45,0
31.12.2015;12072053;Dahme/Mark;51,5;49,1;53,8
31.12.2015;12072055;Dahmetal;47,3;47,6;46,9
31.12.2015;12072120;Großbeeren;41,5;40,6;42,5
31.12.2015;12072157;Ihlow;50,8;48,3;53,6
31.12.2015;12072169;Jüterbog;48,2;46,4;50,0
31.12.2015;12072232;Luckenwalde;47,6;45,5;49,5
31.12.2015;12072240;Ludwigsfelde;45,2;43,7;46,6
31.12.2015;12072297;Niedergörsdorf;46,6;45,0;48,3
31.12.2015;12072298;Niederer Fläming;49,6;47,8;51,6
31.12.2015;12072312;Nuthe-Urstromtal;46,1;44,9;47,5
31.12.2015;12072340;Rangsdorf;44,8;43,6;46,0
31.12.2015;12072426;Trebbin;45,7;44,7;46,8
31.12.2015;12072477;Zossen;44,9;43,8;46,0
31.12.2015;12073008;Angermünde;48,2;46,0;50,2
31.12.2015;12073032;Berkholz-Meyenburg;47,1;46,7;47,4
31.12.2015;12073069;Boitzenburger Land;49,1;48,1;50,2
31.12.2015;12073085;Brüssow;50,9;49,1;52,7
31.12.2015;12073093;Carmzow-Wallmow;43,8;43,1;44,5
31.12.2015;12073097;Casekow;46,1;44,8;47,5
31.12.2015;12073157;Flieth-Stegelitz;48,4;48,6;48,3
31.12.2015;12073189;Gartz (Oder);47,3;46,4;48,1
31.12.2015;12073201;Gerswalde;47,2;45,4;49,2
31.12.2015;12073216;Göritz;47,3;46,8;47,9
31.12.2015;12073225;Gramzow (Uckermark);48,9;47,4;50,4
31.12.2015;12073261;Grünow, b Prenzlau;46,4;45,7;47,0
31.12.2015;12073309;Hohenselchow-Groß Pinnow;46,8;46,1;47,5
31.12.2015;12073384;Lychen;51,0;49,5;52,3
31.12.2015;12073386;Mark Landin;46,0;44,1;47,9
31.12.2015;12073393;Mescherin;45,9;45,5;46,4
31.12.2015;12073396;Milmersdorf;50,5;49,2;51,9
31.12.2015;12073404;Mittenwalde, b Templin;47,7;45,8;49,8
31.12.2015;12073429;Nordwestuckermark;48,4;47,9;48,9
31.12.2015;12073430;Oberuckersee;50,4;48,6;52,3
31.12.2015;12073440;Pinnow, b Angermünde;45,9;45,6;46,2
31.12.2015;12073452;Prenzlau;47,0;45,0;49,0
31.12.2015;12073458;Randowtal;46,6;46,1;47,2
31.12.2015;12073490;Schenkenberg, b Prenzlau;48,6;48,0;49,2
31.12.2015;12073505;Schöneberg, b Angermünde;48,4;47,0;49,9
31.12.2015;12073520;Schönfeld, b Prenzlau;43,6;42,8;44,4
31.12.2015;12073532;Schwedt/Oder;50,2;48,4;51,9
31.12.2015;12073565;Tantow;46,7;45,2;48,2
31.12.2015;12073569;Temmen-Ringenwalde;52,1;52,1;52,2
31.12.2015;12073572;Templin;48,4;46,3;50,4
31.12.2015;12073578;Uckerfelde;48,2;47,5;48,9
31.12.2015;12073579;Uckerland;47,0;46,1;48,0
31.12.2015;12073603;Passow;48,8;47,3;50,4
31.12.2015;12073645;Zichow;46,9;45,6;48,2
31.12.2015;13001000;Greifswald, krsfr. Stadt;-;-;-
31.12.2015;13002000;Neubrandenburg, krsfr. Stadt;-;-;-
31.12.2015;13003000;Rostock, krsfr. Stadt;44,8;43,0;46,6
31.12.2015;13004000;Schwerin, krsfr. Stadt;45,6;43,4;47,8
31.12.2015;13005000;Stralsund, krsfr. Stadt;-;-;-
31.12.2015;13006000;Wismar, krsfr. Stadt;-;-;-
31.12.2015;13051001;Admannshagen-Bargeshagen;-;-;-
31.12.2015;13051002;Alt Bukow;-;-;-
31.12.2015;13051004;Bad Doberan, Stadt;-;-;-
31.12.2015;13051006;Bartenshagen-Parkentin;-;-;-
31.12.2015;13051007;Bastorf;-;-;-
31.12.2015;13051008;Benitz;-;-;-
31.12.2015;13051009;Bentwisch;-;-;-
31.12.2015;13051010;Biendorf;-;-;-
31.12.2015;13051011;Blankenhagen;-;-;-
31.12.2015;13051013;Börgerende-Rethwisch;-;-;-
31.12.2015;13051014;Bröbberow;-;-;-
31.12.2015;13051015;Broderstorf;-;-;-
31.12.2015;13051016;Cammin;-;-;-
31.12.2015;13051017;Damm;-;-;-
31.12.2015;13051018;Dummerstorf;-;-;-
31.12.2015;13051019;Elmenhorst/Lichtenhagen;-;-;-
31.12.2015;13051020;Gelbensande;-;-;-
31.12.2015;13051021;Gnewitz;-;-;-
31.12.2015;13051022;Graal-Müritz;-;-;-
31.12.2015;13051023;Grammow;-;-;-
31.12.2015;13051028;Hohenfelde;-;-;-
31.12.2015;13051033;Kassow;-;-;-
31.12.2015;13051034;Kavelstorf;-;-;-
31.12.2015;13051035;Kessin;-;-;-
31.12.2015;13051036;Kirch Mulsow;-;-;-
31.12.2015;13051037;Klein Kussewitz;-;-;-
31.12.2015;13051040;Kritzmow;-;-;-
31.12.2015;13051041;Kröpelin, Stadt;-;-;-
31.12.2015;13051042;Kühlungsborn, Stadt;-;-;-
31.12.2015;13051043;Lambrechtshagen;-;-;-
31.12.2015;13051044;Lieblingshof;-;-;-
31.12.2015;13051045;Mandelshagen;-;-;-
31.12.2015;13051046;Mönchhagen;-;-;-
31.12.2015;13051047;Neubukow, Stadt;-;-;-
31.12.2015;13051049;Nienhagen;-;-;-
31.12.2015;13051050;Nustrow;-;-;-
31.12.2015;13051051;Papendorf;-;-;-
31.12.2015;13051053;Pölchow;-;-;-
31.12.2015;13051054;Poppendorf;-;-;-
31.12.2015;13051055;Prisannewitz;-;-;-
31.12.2015;13051059;Reddelich;-;-;-
31.12.2015;13051062;Rerik, Stadt;-;-;-
31.12.2015;13051063;Retschow;-;-;-
31.12.2015;13051064;Roggentin;-;-;-
31.12.2015;13051066;Rövershagen;-;-;-
31.12.2015;13051067;Rukieten;-;-;-
31.12.2015;13051068;Sanitz;-;-;-
31.12.2015;13051071;Schwaan, Stadt;-;-;-
31.12.2015;13051072;Selpin;-;-;-
31.12.2015;13051073;Stäbelow;-;-;-
31.12.2015;13051074;Steffenshagen;-;-;-
31.12.2015;13051075;Steinfeld;-;-;-
31.12.2015;13051076;Stubbendorf;-;-;-
31.12.2015;13051077;Tessin, Stadt;-;-;-
31.12.2015;13051078;Thelkow;-;-;-
31.12.2015;13051079;Thulendorf;-;-;-
31.12.2015;13051080;Vorbeck;-;-;-
31.12.2015;13051082;Wiendorf;-;-;-
31.12.2015;13051083;Wittenbeck;-;-;-
31.12.2015;13051084;Zarnewanz;-;-;-
31.12.2015;13051085;Ziesendorf;-;-;-
31.12.2015;13051086;Satow;-;-;-
31.12.2015;13051087;Am Salzhaff;-;-;-
31.12.2015;13051088;Carinerland;-;-;-
31.12.2015;13051089;Dummerstorf;-;-;-
31.12.2015;13052001;Alt Tellin;-;-;-
31.12.2015;13052002;Altenhagen;-;-;-
31.12.2015;13052003;Altentreptow, Stadt;-;-;-
31.12.2015;13052004;Bartow;-;-;-
31.12.2015;13052005;Basedow;-;-;-
31.12.2015;13052007;Beggerow;-;-;-
31.12.2015;13052008;Bentzin;-;-;-
31.12.2015;13052010;Bredenfelde;-;-;-
31.12.2015;13052011;Breesen;-;-;-
31.12.2015;13052012;Breest;-;-;-
31.12.2015;13052013;Briggow;-;-;-
31.12.2015;13052015;Burow;-;-;-
31.12.2015;13052016;Daberkow;-;-;-
31.12.2015;13052017;Dargun, Stadt;-;-;-
31.12.2015;13052018;Demmin, Hansestadt;-;-;-
31.12.2015;13052019;Duckow;-;-;-
31.12.2015;13052020;Düvier;-;-;-
31.12.2015;13052021;Faulenrost;-;-;-
31.12.2015;13052022;Gielow;-;-;-
31.12.2015;13052024;Gnevkow;-;-;-
31.12.2015;13052025;Golchen;-;-;-
31.12.2015;13052026;Görmin;-;-;-
31.12.2015;13052028;Grammentin;-;-;-
31.12.2015;13052029;Grapzow;-;-;-
31.12.2015;13052030;Grischow;-;-;-
31.12.2015;13052032;Groß Teetzleben;-;-;-
31.12.2015;13052033;Gültz;-;-;-
31.12.2015;13052034;Gülzow;-;-;-
31.12.2015;13052035;Hohenbollentin;-;-;-
31.12.2015;13052038;Ivenack;-;-;-
31.12.2015;13052039;Jarmen, Stadt;-;-;-
31.12.2015;13052040;Jürgenstorf;-;-;-
31.12.2015;13052042;Kittendorf;-;-;-
31.12.2015;13052044;Knorrendorf;-;-;-
31.12.2015;13052045;Kriesow;-;-;-
31.12.2015;13052046;Kruckow;-;-;-
31.12.2015;13052047;Kummerow;-;-;-
31.12.2015;13052048;Lindenberg;-;-;-
31.12.2015;13052049;Loitz, Stadt;-;-;-
31.12.2015;13052050;Malchin, Stadt;-;-;-
31.12.2015;13052051;Meesiger;-;-;-
31.12.2015;13052053;Mölln;-;-;-
31.12.2015;13052054;Kentzlin;-;-;-
31.12.2015;13052055;Neukalen, Stadt;-;-;-
31.12.2015;13052056;Nossendorf;-;-;-
31.12.2015;13052059;Pripsleben;-;-;-
31.12.2015;13052062;Remplin;-;-;-
31.12.2015;13052063;Ritzerow;-;-;-
31.12.2015;13052064;Röckwitz;-;-;-
31.12.2015;13052065;Rosenow;-;-;-
31.12.2015;13052067;Sarow;-;-;-
31.12.2015;13052070;Schönfeld;-;-;-
31.12.2015;13052071;Siedenbollentin;-;-;-
31.12.2015;13052073;Sommersdorf;-;-;-
31.12.2015;13052074;Stavenhagen, Reuterstadt, Stadt;-;-;-
31.12.2015;13052078;Tutow;-;-;-
31.12.2015;13052079;Tützpatz;-;-;-
31.12.2015;13052082;Verchen;-;-;-
31.12.2015;13052083;Völschow;-;-;-
31.12.2015;13052085;Warrenzin;-;-;-
31.12.2015;13052086;Werder;-;-;-
31.12.2015;13052087;Wildberg;-;-;-
31.12.2015;13052088;Wolde;-;-;-
31.12.2015;13052092;Zettemin;-;-;-
31.12.2015;13052093;Borrentin;-;-;-
31.12.2015;13052094;Hohenmocker;-;-;-
31.12.2015;13052095;Kletzin;-;-;-
31.12.2015;13052096;Siedenbrünzow;-;-;-
31.12.2015;13052097;Utzedel;-;-;-
31.12.2015;13052098;Sassen-Trantow;-;-;-
31.12.2015;13053002;Alt Sührkow;-;-;-
31.12.2015;13053003;Altkalen;-;-;-
31.12.2015;13053004;Baumgarten;-;-;-
31.12.2015;13053005;Behren-Lübchin;-;-;-
31.12.2015;13053007;Bernitt;-;-;-
31.12.2015;13053008;Boddin;-;-;-
31.12.2015;13053013;Bützow, Stadt;-;-;-
31.12.2015;13053015;Dahmen;-;-;-
31.12.2015;13053016;Dalkendorf;-;-;-
31.12.2015;13053017;Diekhof;-;-;-
31.12.2015;13053019;Dreetz;-;-;-
31.12.2015;13053020;Finkenthal;-;-;-
31.12.2015;13053021;Glasewitz;-;-;-
31.12.2015;13053022;Gnoien, Stadt;-;-;-
31.12.2015;13053026;Groß Roge;-;-;-
31.12.2015;13053027;Groß Schwiesow;-;-;-
31.12.2015;13053028;Groß Wokern;-;-;-
31.12.2015;13053029;Groß Wüstenfelde;-;-;-
31.12.2015;13053031;Güstrow, Stadt;-;-;-
31.12.2015;13053032;Gutow;-;-;-
31.12.2015;13053033;Hohen Demzin;-;-;-
31.12.2015;13053034;Hohen Sprenz;-;-;-
31.12.2015;13053035;Hoppenrade;-;-;-
31.12.2015;13053036;Jördenstorf;-;-;-
31.12.2015;13053037;Jürgenshagen;-;-;-
31.12.2015;13053039;Klein Belitz;-;-;-
31.12.2015;13053041;Klein Upahl;-;-;-
31.12.2015;13053043;Krakow am See, Stadt;-;-;-
31.12.2015;13053044;Kuchelmiß;-;-;-
31.12.2015;13053045;Kuhs;-;-;-
31.12.2015;13053047;Laage, Stadt;-;-;-
31.12.2015;13053048;Lalendorf;-;-;-
31.12.2015;13053049;Langhagen;-;-;-
31.12.2015;13053050;Lelkendorf;-;-;-
31.12.2015;13053054;Lohmen;-;-;-
31.12.2015;13053056;Lühburg;-;-;-
31.12.2015;13053057;Lüssow;-;-;-
31.12.2015;13053060;Mistorf;-;-;-
31.12.2015;13053062;Mühl Rosin;-;-;-
31.12.2015;13053067;Penzin;-;-;-
31.12.2015;13053068;Plaaz;-;-;-
31.12.2015;13053075;Reimershagen;-;-;-
31.12.2015;13053078;Rühn;-;-;-
31.12.2015;13053080;Sarmstorf;-;-;-
31.12.2015;13053083;Steinhagen;-;-;-
31.12.2015;13053086;Tarnow;-;-;-
31.12.2015;13053087;Teterow, Stadt;-;-;-
31.12.2015;13053088;Thürkow;-;-;-
31.12.2015;13053091;Walkendorf;-;-;-
31.12.2015;13053092;Wardow;-;-;-
31.12.2015;13053093;Warnkenhagen;-;-;-
31.12.2015;13053094;Warnow;-;-;-
31.12.2015;13053095;Wasdow;-;-;-
31.12.2015;13053098;Zehna;-;-;-
31.12.2015;13053099;Zepelin;-;-;-
31.12.2015;13053102;Dobbin-Linstow;-;-;-
31.12.2015;13053103;Dolgen am See;-;-;-
31.12.2015;13053104;Gülzow-Prüzen;-;-;-
31.12.2015;13053105;Schorssow;-;-;-
31.12.2015;13053106;Schwasdorf;-;-;-
31.12.2015;13053107;Sukow-Levitzow;-;-;-
31.12.2015;13053109;Prebberede;-;-;-
31.12.2015;13054001;Alt Krenzlin;-;-;-
31.12.2015;13054002;Alt Zachun;-;-;-
31.12.2015;13054003;Balow;-;-;-
31.12.2015;13054004;Bandenitz;-;-;-
31.12.2015;13054007;Belsch;-;-;-
31.12.2015;13054009;Besitz;-;-;-
31.12.2015;13054010;Blievenstorf;-;-;-
31.12.2015;13054011;Bobzin;-;-;-
31.12.2015;13054013;Boizenburg/Elbe, Stadt;-;-;-
31.12.2015;13054014;Brahlstorf;-;-;-
31.12.2015;13054015;Brenz;-;-;-
31.12.2015;13054016;Bresegard bei Picher;-;-;-
31.12.2015;13054017;Bresegard bei Eldena;-;-;-
31.12.2015;13054018;Brunow;-;-;-
31.12.2015;13054021;Dambeck;-;-;-
31.12.2015;13054022;Dersenow;-;-;-
31.12.2015;13054024;Dömitz, Stadt;-;-;-
31.12.2015;13054027;Dümmer;-;-;-
31.12.2015;13054028;Eldena;-;-;-
31.12.2015;13054030;Gallin;-;-;-
31.12.2015;13054031;Gammelin;-;-;-
31.12.2015;13054034;Göhlen;-;-;-
31.12.2015;13054035;Gorlosen;-;-;-
31.12.2015;13054037;Grabow, Stadt;-;-;-
31.12.2015;13054039;Gresse;-;-;-
31.12.2015;13054040;Greven;-;-;-
31.12.2015;13054041;Groß Krams;-;-;-
31.12.2015;13054042;Groß Laasch;-;-;-
31.12.2015;13054043;Hagenow, Stadt;-;-;-
31.12.2015;13054045;Holthusen;-;-;-
31.12.2015;13054046;Hoort;-;-;-
31.12.2015;13054047;Hülseburg;-;-;-
31.12.2015;13054049;Karenz;-;-;-
31.12.2015;13054051;Karstädt;-;-;-
31.12.2015;13054052;Kirch Jesar;-;-;-
31.12.2015;13054054;Klein Rogahn;-;-;-
31.12.2015;13054056;Kogel;-;-;-
31.12.2015;13054057;Körchow;-;-;-
31.12.2015;13054058;Kremmin;-;-;-
31.12.2015;13054060;Kuhstorf;-;-;-
31.12.2015;13054063;Lehsen;-;-;-
31.12.2015;13054064;Leussow;-;-;-
31.12.2015;13054065;Lübesse;-;-;-
31.12.2015;13054066;Lüblow;-;-;-
31.12.2015;13054067;Lübtheen, Stadt;-;-;-
31.12.2015;13054069;Ludwigslust, Stadt;-;-;-
31.12.2015;13054071;Malk Göhren;-;-;-
31.12.2015;13054072;Malliß;-;-;-
31.12.2015;13054074;Milow;-;-;-
31.12.2015;13054075;Möllenbeck;-;-;-
31.12.2015;13054076;Moraas;-;-;-
31.12.2015;13054077;Muchow;-;-;-
31.12.2015;13054078;Neu Gülze;-;-;-
31.12.2015;13054079;Neu Kaliß;-;-;-
31.12.2015;13054081;Neustadt-Glewe, Stadt;-;-;-
31.12.2015;13054083;Nostorf;-;-;-
31.12.2015;13054084;Pampow;-;-;-
31.12.2015;13054086;Pätow-Steegen;-;-;-
31.12.2015;13054087;Picher;-;-;-
31.12.2015;13054089;Prislich;-;-;-
31.12.2015;13054090;Pritzier;-;-;-
31.12.2015;13054091;Rastow;-;-;-
31.12.2015;13054092;Redefin;-;-;-
31.12.2015;13054095;Schossin;-;-;-
31.12.2015;13054096;Schwanheide;-;-;-
31.12.2015;13054097;Setzin;-;-;-
31.12.2015;13054098;Steesow;-;-;-
31.12.2015;13054099;Stralendorf;-;-;-
31.12.2015;13054100;Strohkirchen;-;-;-
31.12.2015;13054101;Sülstorf;-;-;-
31.12.2015;13054102;Teldau;-;-;-
31.12.2015;13054103;Tessin b. Boizenburg;-;-;-
31.12.2015;13054106;Toddin;-;-;-
31.12.2015;13054107;Uelitz;-;-;-
31.12.2015;13054109;Vellahn;-;-;-
31.12.2015;13054110;Vielank;-;-;-
31.12.2015;13054111;Warlitz;-;-;-
31.12.2015;13054112;Warlow;-;-;-
31.12.2015;13054113;Warsow;-;-;-
31.12.2015;13054117;Wittenburg, Stadt;-;-;-
31.12.2015;13054118;Wittenförden;-;-;-
31.12.2015;13054119;Wöbbelin;-;-;-
31.12.2015;13054121;Zarrentin am Schaalsee, Stadt;-;-;-
31.12.2015;13054122;Zierzow;-;-;-
31.12.2015;13054123;Zülow;-;-;-
31.12.2015;13054124;Wittendörp;-;-;-
31.12.2015;13054125;Grebs-Niendorf;-;-;-
31.12.2015;13054126;Lüttow-Valluhn;-;-;-
31.12.2015;13054127;Bengerstorf;-;-;-
31.12.2015;13055002;Beseritz;-;-;-
31.12.2015;13055003;Blankenhof;-;-;-
31.12.2015;13055004;Blankensee;-;-;-
31.12.2015;13055005;Blumenholz;-;-;-
31.12.2015;13055008;Brunn;-;-;-
31.12.2015;13055009;Burg Stargard, Stadt;-;-;-
31.12.2015;13055010;Cammin;-;-;-
31.12.2015;13055011;Carpin;-;-;-
31.12.2015;13055012;Cölpin;-;-;-
31.12.2015;13055020;Friedland, Stadt;-;-;-
31.12.2015;13055021;Genzkow;-;-;-
31.12.2015;13055022;Glienke;-;-;-
31.12.2015;13055023;Godendorf;-;-;-
31.12.2015;13055028;Groß Nemerow;-;-;-
31.12.2015;13055029;Grünow;-;-;-
31.12.2015;13055032;Hohenzieritz;-;-;-
31.12.2015;13055033;Holldorf;-;-;-
31.12.2015;13055035;Klein Vielen;-;-;-
31.12.2015;13055037;Kratzeburg;-;-;-
31.12.2015;13055039;Kublank;-;-;-
31.12.2015;13055043;Mildenitz;-;-;-
31.12.2015;13055044;Mirow, Stadt;-;-;-
31.12.2015;13055045;Möllenbeck;-;-;-
31.12.2015;13055046;Neddemin;-;-;-
31.12.2015;13055047;Neetzka;-;-;-
31.12.2015;13055049;Neuenkirchen;-;-;-
31.12.2015;13055050;Neustrelitz, Stadt;-;-;-
31.12.2015;13055051;Neverin;-;-;-
31.12.2015;13055053;Petersdorf;-;-;-
31.12.2015;13055054;Pragsdorf;-;-;-
31.12.2015;13055055;Priepert;-;-;-
31.12.2015;13055058;Roggentin;-;-;-
31.12.2015;13055061;Schönbeck;-;-;-
31.12.2015;13055062;Schönhausen;-;-;-
31.12.2015;13055066;Staven;-;-;-
31.12.2015;13055068;Teschendorf;-;-;-
31.12.2015;13055069;Trollenhagen;-;-;-
31.12.2015;13055070;Userin;-;-;-
31.12.2015;13055071;Voigtsdorf;-;-;-
31.12.2015;13055074;Wesenberg,Stadt;-;-;-
31.12.2015;13055076;Woggersin;-;-;-
31.12.2015;13055078;Woldegk, Stadt;-;-;-
31.12.2015;13055079;Wulkenzin;-;-;-
31.12.2015;13055080;Wustrow;-;-;-
31.12.2015;13055081;Zirzow;-;-;-
31.12.2015;13055082;Feldberger Seenlandschaft;-;-;-
31.12.2015;13055083;Groß Miltzow;-;-;-
31.12.2015;13055084;Helpt;-;-;-
31.12.2015;13055085;Eichhorst;-;-;-
31.12.2015;13055086;Wokuhl-Dabelow;-;-;-
31.12.2015;13055087;Lindetal;-;-;-
31.12.2015;13055088;Datzetal;-;-;-
31.12.2015;13055089;Galenbeck;-;-;-
31.12.2015;13055090;Sponholz;-;-;-
31.12.2015;13056004;Alt Schwerin;-;-;-
31.12.2015;13056005;Altenhof;-;-;-
31.12.2015;13056006;Ankershagen;-;-;-
31.12.2015;13056007;Bollewick;-;-;-
31.12.2015;13056008;Buchholz;-;-;-
31.12.2015;13056009;Bütow;-;-;-
31.12.2015;13056010;Fincken;-;-;-
31.12.2015;13056011;Göhren-Lebbin;-;-;-
31.12.2015;13056012;Gotthun;-;-;-
31.12.2015;13056013;Grabow-Below;-;-;-
31.12.2015;13056014;Grabowhöfe;-;-;-
31.12.2015;13056015;Groß Dratow;-;-;-
31.12.2015;13056016;Groß Flotow;-;-;-
31.12.2015;13056017;Groß Gievitz;-;-;-
31.12.2015;13056018;Groß Kelle;-;-;-
31.12.2015;13056019;Groß Plasten;-;-;-
31.12.2015;13056020;Groß Vielen;-;-;-
31.12.2015;13056022;Hinrichshagen;-;-;-
31.12.2015;13056023;Hohen Wangelin;-;-;-
31.12.2015;13056024;Jabel;-;-;-
31.12.2015;13056025;Jaebetz;-;-;-
31.12.2015;13056026;Kambs;-;-;-
31.12.2015;13056027;Kargow;-;-;-
31.12.2015;13056028;Kieve;-;-;-
31.12.2015;13056029;Klein Lukow;-;-;-
31.12.2015;13056030;Klink;-;-;-
31.12.2015;13056031;Klocksin;-;-;-
31.12.2015;13056033;Krukow;-;-;-
31.12.2015;13056035;Lapitz;-;-;-
31.12.2015;13056036;Lärz;-;-;-
31.12.2015;13056037;Leizen;-;-;-
31.12.2015;13056039;Ludorf;-;-;-
31.12.2015;13056041;Malchow, Stadt;-;-;-
31.12.2015;13056042;Mallin;-;-;-
31.12.2015;13056043;Marihn;-;-;-
31.12.2015;13056044;Massow;-;-;-
31.12.2015;13056045;Melz;-;-;-
31.12.2015;13056047;Möllenhagen;-;-;-
31.12.2015;13056048;Mollenstorf;-;-;-
31.12.2015;13056049;Moltzow;-;-;-
31.12.2015;13056050;Neu Gaarz;-;-;-
31.12.2015;13056051;Nossentiner Hütte;-;-;-
31.12.2015;13056052;Penkow;-;-;-
31.12.2015;13056053;Penzlin, Stadt;-;-;-
31.12.2015;13056054;Priborn;-;-;-
31.12.2015;13056055;Puchow;-;-;-
31.12.2015;13056056;Rechlin;-;-;-
31.12.2015;13056057;Röbel/Müritz, Stadt;-;-;-
31.12.2015;13056060;Schloen;-;-;-
31.12.2015;13056061;Schwarz;-;-;-
31.12.2015;13056062;Schwinkendorf;-;-;-
31.12.2015;13056063;Sietow;-;-;-
31.12.2015;13056064;Silz;-;-;-
31.12.2015;13056065;Stuer;-;-;-
31.12.2015;13056066;Torgelow am See;-;-;-
31.12.2015;13056067;Varchentin;-;-;-
31.12.2015;13056068;Vielist;-;-;-
31.12.2015;13056069;Vipperow;-;-;-
31.12.2015;13056070;Vollrathsruhe;-;-;-
31.12.2015;13056071;Walow;-;-;-
31.12.2015;13056072;Waren (Müritz), Stadt;-;-;-
31.12.2015;13056073;Wredenhagen;-;-;-
31.12.2015;13056074;Zepkow;-;-;-
31.12.2015;13056075;Zislow;-;-;-
31.12.2015;13056076;Fünfseen;-;-;-
31.12.2015;13056077;Lansen-Schönau;-;-;-
31.12.2015;13057002;Ahrenshoop;-;-;-
31.12.2015;13057005;Altenpleen;-;-;-
31.12.2015;13057006;Bad Sülze, Stadt;-;-;-
31.12.2015;13057008;Bartelshagen II b. Barth;-;-;-
31.12.2015;13057009;Barth, Stadt;-;-;-
31.12.2015;13057011;Behnkendorf;-;-;-
31.12.2015;13057013;Born a. Darß;-;-;-
31.12.2015;13057014;Brandshagen;-;-;-
31.12.2015;13057020;Dettmannsdorf;-;-;-
31.12.2015;13057021;Deyelsdorf;-;-;-
31.12.2015;13057022;Dierhagen;-;-;-
31.12.2015;13057024;Drechow;-;-;-
31.12.2015;13057026;Eixen;-;-;-
31.12.2015;13057027;Elmenhorst;-;-;-
31.12.2015;13057028;Franzburg, Stadt;-;-;-
31.12.2015;13057029;Fuhlendorf;-;-;-
31.12.2015;13057030;Glewitz;-;-;-
31.12.2015;13057031;Grammendorf;-;-;-
31.12.2015;13057032;Gransebieth;-;-;-
31.12.2015;13057036;Grimmen, Stadt;-;-;-
31.12.2015;13057037;Groß Kordshagen;-;-;-
31.12.2015;13057038;Groß Mohrdorf;-;-;-
31.12.2015;13057039;Horst;-;-;-
31.12.2015;13057040;Hugoldsdorf;-;-;-
31.12.2015;13057041;Jakobsdorf;-;-;-
31.12.2015;13057043;Karnin;-;-;-
31.12.2015;13057046;Kirchdorf;-;-;-
31.12.2015;13057047;Klausdorf;-;-;-
31.12.2015;13057049;Kramerhof;-;-;-
31.12.2015;13057051;Kummerow;-;-;-
31.12.2015;13057054;Löbnitz;-;-;-
31.12.2015;13057055;Lüdershagen;-;-;-
31.12.2015;13057056;Lüssow;-;-;-
31.12.2015;13057057;Marlow, Stadt;-;-;-
31.12.2015;13057059;Miltzow;-;-;-
31.12.2015;13057060;Neu Bartelshagen;-;-;-
31.12.2015;13057062;Niepars;-;-;-
31.12.2015;13057064;Pantelitz;-;-;-
31.12.2015;13057065;Papenhagen;-;-;-
31.12.2015;13057067;Preetz;-;-;-
31.12.2015;13057068;Prerow;-;-;-
31.12.2015;13057069;Prohn;-;-;-
31.12.2015;13057070;Pruchten;-;-;-
31.12.2015;13057073;Reinberg;-;-;-
31.12.2015;13057074;Ribnitz-Damgarten, Stadt;-;-;-
31.12.2015;13057075;Richtenberg, Stadt;-;-;-
31.12.2015;13057076;Saal;-;-;-
31.12.2015;13057077;Schlemmin;-;-;-
31.12.2015;13057079;Semlow;-;-;-
31.12.2015;13057081;Splietsdorf;-;-;-
31.12.2015;13057083;Steinhagen;-;-;-
31.12.2015;13057085;Tribsees, Stadt;-;-;-
31.12.2015;13057086;Trinwillershagen;-;-;-
31.12.2015;13057087;Velgast;-;-;-
31.12.2015;13057088;Weitenhagen;-;-;-
