GENESIS-Tabelle: 12411-07-01-5-B
Durchschnittsalter der Bevölkerung;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;
;;;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung;Durchschnittsalter der Bevölkerung
;;;;männlich;weiblich
;;;Jahre;Jahre;Jahre
31.12.2015;01056005;Bönningstedt;43,4;42,8;44,0
31.12.2015;01056006;Bokel;43,9;43,4;44,4
31.12.2015;01056008;Bokholt-Hanredder;44,4;43,4;45,5
31.12.2015;01056009;Borstel-Hohenraden;44,1;43,6;44,7
31.12.2015;01056010;Brande-Hörnerkirchen;42,7;42,1;43,3
31.12.2015;01056011;Bullenkuhlen;42,6;42,8;42,3
31.12.2015;01056013;Ellerbek;46,8;45,6;48,0
31.12.2015;01056014;Ellerhoop;43,6;43,7;43,5
31.12.2015;01056015;Elmshorn;43,2;41,7;44,6
31.12.2015;01056016;Groß Nordende;41,8;42,4;41,3
31.12.2015;01056017;Groß Offenseth-Aspern;44,8;46,0;43,1
31.12.2015;01056018;Halstenbek;45,5;44,6;46,4
31.12.2015;01056019;Haselau;46,4;46,2;46,6
31.12.2015;01056020;Haseldorf;45,3;44,0;46,6
31.12.2015;01056021;Hasloh;45,5;45,1;45,9
31.12.2015;01056022;Heede;42,9;42,6;43,1
31.12.2015;01056023;Heidgraben;41,8;41,5;42,1
31.12.2015;01056024;Heist;44,8;43,2;46,5
31.12.2015;01056025;Helgoland;48,8;47,2;50,5
31.12.2015;01056026;Hemdingen;43,5;43,4;43,5
31.12.2015;01056027;Hetlingen;44,5;42,6;46,4
31.12.2015;01056028;Holm;44,6;43,5;45,6
31.12.2015;01056029;Klein Nordende;45,0;44,6;45,3
31.12.2015;01056030;Klein Offenseth-Sparrieshoop;42,0;42,0;42,0
31.12.2015;01056031;Kölln-Reisiek;43,4;42,9;43,9
31.12.2015;01056032;Kummerfeld;43,5;41,6;45,3
31.12.2015;01056033;Seester;45,0;44,4;45,5
31.12.2015;01056034;Langeln;43,3;43,4;43,2
31.12.2015;01056035;Lutzhorn;43,0;41,7;44,4
31.12.2015;01056036;Moorrege;44,8;44,4;45,1
31.12.2015;01056037;Neuendeich;43,7;44,8;42,8
31.12.2015;01056038;Osterhorn;41,9;43,0;40,9
31.12.2015;01056039;Pinneberg;44,3;42,9;45,6
31.12.2015;01056040;Prisdorf;43,1;41,7;44,5
31.12.2015;01056041;Quickborn;45,3;43,9;46,7
31.12.2015;01056042;Raa-Besenbek;41,1;39,5;42,7
31.12.2015;01056043;Rellingen;46,8;45,4;48,2
31.12.2015;01056044;Schenefeld, Stadt;45,5;44,4;46,6
31.12.2015;01056045;Seestermühe;45,2;44,7;45,6
31.12.2015;01056046;Seeth-Ekholt;43,5;43,1;43,9
31.12.2015;01056047;Tangstedt;43,4;42,9;44,0
31.12.2015;01056048;Tornesch;44,4;42,9;45,7
31.12.2015;01056049;Uetersen;45,3;43,8;46,7
31.12.2015;01056050;Wedel;46,3;44,5;48,1
31.12.2015;01056051;Westerhorn;42,8;41,9;43,7
31.12.2015;01057001;Ascheberg (Holstein);46,2;45,0;47,4
31.12.2015;01057002;Barmissen;45,6;47,6;43,7
31.12.2015;01057003;Barsbek;46,3;45,2;47,3
31.12.2015;01057004;Behrensdorf (Ostsee);49,9;50,2;49,5
31.12.2015;01057005;Belau;43,8;42,3;45,3
31.12.2015;01057006;Bendfeld;43,5;42,0;44,7
31.12.2015;01057007;Blekendorf;46,0;45,2;46,7
31.12.2015;01057008;Bönebüttel;43,9;43,8;43,9
31.12.2015;01057009;Bösdorf;48,6;46,7;50,5
31.12.2015;01057010;Boksee;44,1;44,0;44,1
31.12.2015;01057011;Bothkamp;44,4;44,6;44,1
31.12.2015;01057012;Brodersdorf;45,0;44,1;45,9
31.12.2015;01057013;Dannau;44,5;42,9;46,1
31.12.2015;01057015;Dersau;46,2;45,2;47,2
31.12.2015;01057016;Dobersdorf;45,8;46,1;45,6
31.12.2015;01057017;Dörnick;52,4;51,0;53,5
31.12.2015;01057018;Fahren;45,4;44,8;46,0
31.12.2015;01057020;Fiefbergen;44,5;45,3;43,8
31.12.2015;01057021;Giekau;46,2;46,3;46,1
31.12.2015;01057022;Grebin;46,8;47,1;46,5
31.12.2015;01057023;Großbarkau;40,4;41,4;39,4
31.12.2015;01057024;Großharrie;44,9;44,5;45,3
31.12.2015;01057025;Heikendorf;50,1;48,6;51,4
31.12.2015;01057026;Helmstorf;50,0;49,5;50,6
31.12.2015;01057027;Högsdorf;45,6;45,7;45,5
31.12.2015;01057028;Höhndorf;45,1;46,4;43,9
31.12.2015;01057029;Hohenfelde;47,6;48,0;47,1
31.12.2015;01057030;Hohwacht (Ostsee);55,7;55,2;56,3
31.12.2015;01057031;Honigsee;41,5;42,3;40,8
31.12.2015;01057032;Kalübbe;43,3;42,6;44,1
31.12.2015;01057033;Kirchbarkau;43,2;43,2;43,3
31.12.2015;01057034;Kirchnüchel;46,5;45,2;47,9
31.12.2015;01057035;Klamp;47,8;47,9;47,6
31.12.2015;01057037;Klein Barkau;46,8;45,6;47,8
31.12.2015;01057038;Kletkamp;48,5;43,6;53,0
31.12.2015;01057039;Köhn;46,3;46,8;45,7
31.12.2015;01057040;Krokau;42,5;42,3;42,6
31.12.2015;01057041;Krummbek;42,3;39,7;45,0
31.12.2015;01057042;Kühren;43,1;43,1;43,0
31.12.2015;01057043;Laboe;50,6;48,8;52,3
31.12.2015;01057044;Lammershagen;46,1;44,6;47,8
31.12.2015;01057045;Lebrade;44,5;44,9;44,1
31.12.2015;01057046;Lehmkuhlen;42,7;42,3;43,1
31.12.2015;01057047;Löptin;44,8;43,4;46,2
31.12.2015;01057048;Lütjenburg;45,0;43,1;46,8
31.12.2015;01057049;Lutterbek;44,4;42,3;46,6
31.12.2015;01057050;Martensrade;42,9;43,3;42,6
31.12.2015;01057051;Mönkeberg;46,3;44,7;47,7
31.12.2015;01057052;Mucheln;43,8;43,5;44,2
31.12.2015;01057053;Nehmten;51,4;50,3;52,5
31.12.2015;01057054;Nettelsee;42,4;43,4;41,6
31.12.2015;01057055;Panker;45,9;44,6;47,2
31.12.2015;01057056;Passade;39,8;40,2;39,4
31.12.2015;01057057;Plön;48,7;46,5;50,8
31.12.2015;01057058;Pohnsdorf;45,2;44,9;45,6
31.12.2015;01057059;Postfeld;43,5;44,5;42,5
31.12.2015;01057060;Prasdorf;44,1;44,3;44,0
31.12.2015;01057062;Preetz;46,3;44,8;47,6
31.12.2015;01057063;Probsteierhagen;45,1;44,5;45,7
31.12.2015;01057065;Rantzau;43,8;44,3;43,2
31.12.2015;01057066;Rastorf;46,1;45,5;46,8
31.12.2015;01057067;Rathjensdorf;46,5;46,0;47,0
31.12.2015;01057068;Rendswühren;44,8;43,5;46,1
31.12.2015;01057069;Ruhwinkel;42,8;40,8;44,9
31.12.2015;01057070;Schellhorn;46,1;45,5;46,6
31.12.2015;01057071;Schillsdorf;43,8;43,9;43,6
31.12.2015;01057072;Schlesen;43,9;43,6;44,3
31.12.2015;01057073;Schönberg (Holstein);49,0;47,2;50,5
31.12.2015;01057074;Schönkirchen;46,1;44,7;47,5
31.12.2015;01057076;Schwartbuck;42,7;41,6;43,7
31.12.2015;01057077;Selent;42,6;41,1;44,3
31.12.2015;01057078;Stakendorf;45,0;44,0;46,0
31.12.2015;01057079;Stein;48,8;47,3;50,4
31.12.2015;01057080;Stolpe;42,5;42,5;42,6
31.12.2015;01057081;Stoltenberg;46,2;47,8;44,6
31.12.2015;01057082;Tröndel;42,5;42,6;42,4
31.12.2015;01057083;Tasdorf;50,3;50,6;49,9
31.12.2015;01057084;Wahlstorf;47,0;46,6;47,4
31.12.2015;01057085;Wankendorf;44,6;43,1;45,9
31.12.2015;01057086;Warnau;41,6;41,8;41,4
31.12.2015;01057087;Wendtorf;52,6;51,7;53,5
31.12.2015;01057088;Wisch;47,7;48,3;47,1
31.12.2015;01057089;Wittmoldt;48,7;48,5;48,8
31.12.2015;01057090;Fargau-Pratjau;45,0;43,1;47,0
31.12.2015;01057091;Schwentinental;47,3;45,6;48,8
31.12.2015;01058001;Achterwehr;44,4;44,2;44,6
31.12.2015;01058003;Alt Duvenstedt;42,8;42,3;43,3
31.12.2015;01058004;Altenhof;44,1;42,8;45,7
31.12.2015;01058005;Altenholz;48,0;46,4;49,4
31.12.2015;01058007;Arpsdorf;43,1;42,5;43,8
31.12.2015;01058008;Ascheffel;45,0;42,8;47,3
31.12.2015;01058009;Aukrug;45,0;44,5;45,5
31.12.2015;01058010;Bargstall;47,1;47,5;46,7
31.12.2015;01058011;Bargstedt;43,9;43,6;44,2
31.12.2015;01058012;Barkelsby;44,1;43,5;44,6
31.12.2015;01058013;Beldorf;48,3;47,8;48,8
31.12.2015;01058014;Bendorf;44,8;44,4;45,2
31.12.2015;01058015;Beringstedt;42,6;41,9;43,4
31.12.2015;01058016;Bissee;42,5;42,6;42,5
31.12.2015;01058018;Blumenthal;46,5;45,8;47,2
31.12.2015;01058019;Böhnhusen;46,1;46,1;46,1
31.12.2015;01058021;Bokel;44,0;43,6;44,4
31.12.2015;01058022;Bordesholm;47,5;46,0;48,9
31.12.2015;01058023;Borgdorf-Seedorf;46,2;45,1;47,3
31.12.2015;01058024;Borgstedt;45,9;44,7;47,0
31.12.2015;01058025;Bornholt;48,7;47,8;49,5
31.12.2015;01058026;Bovenau;45,2;43,8;46,5
31.12.2015;01058027;Brammer;43,7;44,6;42,6
31.12.2015;01058028;Bredenbek;42,2;42,0;42,4
31.12.2015;01058029;Breiholz;45,5;44,6;46,3
31.12.2015;01058030;Brekendorf;44,6;43,8;45,4
31.12.2015;01058031;Brinjahe;50,0;48,9;51,4
31.12.2015;01058032;Brodersby;50,2;49,2;51,2
31.12.2015;01058033;Brügge;44,7;43,3;46,3
31.12.2015;01058034;Büdelsdorf;47,3;45,5;49,0
31.12.2015;01058035;Bünsdorf;42,0;43,0;40,9
31.12.2015;01058036;Christiansholm;45,3;43,6;47,2
31.12.2015;01058037;Dänischenhagen;43,3;43,3;43,2
31.12.2015;01058038;Dätgen;39,6;39,9;39,3
31.12.2015;01058039;Damendorf;43,4;43,6;43,1
31.12.2015;01058040;Damp;47,2;44,5;49,8
31.12.2015;01058042;Dörphof;42,4;40,7;44,3
31.12.2015;01058043;Eckernförde;48,2;46,1;50,0
31.12.2015;01058044;Ehndorf;42,5;42,2;42,7
31.12.2015;01058045;Eisendorf;45,3;45,8;44,9
31.12.2015;01058046;Ellerdorf;43,8;43,5;44,0
31.12.2015;01058047;Elsdorf-Westermühlen;43,9;43,2;44,5
31.12.2015;01058048;Embühren;42,7;45,8;40,1
31.12.2015;01058049;Emkendorf;44,3;44,5;44,2
31.12.2015;01058050;Felde;43,6;43,3;43,9
31.12.2015;01058051;Felm;43,1;42,6;43,5
31.12.2015;01058052;Fleckeby;43,7;42,9;44,4
31.12.2015;01058053;Flintbek;46,4;45,2;47,6
31.12.2015;01058054;Fockbek;47,9;45,5;50,0
31.12.2015;01058055;Friedrichsgraben;44,5;44,0;45,0
31.12.2015;01058056;Friedrichsholm;43,8;43,5;44,1
31.12.2015;01058057;Gammelby;47,1;45,6;48,6
31.12.2015;01058058;Gettorf;43,9;42,3;45,4
31.12.2015;01058059;Gnutz;44,1;44,1;44,2
31.12.2015;01058061;Gokels;46,5;45,8;47,1
31.12.2015;01058062;Grauel;42,3;43,5;41,0
31.12.2015;01058063;Grevenkrug;44,3;42,2;46,8
31.12.2015;01058064;Groß Buchwald;44,9;45,3;44,4
31.12.2015;01058065;Groß Vollstedt;42,8;42,4;43,2
31.12.2015;01058066;Groß Wittensee;43,8;42,8;44,7
31.12.2015;01058067;Güby;37,7;37,6;37,9
31.12.2015;01058068;Haale;43,0;42,4;43,7
31.12.2015;01058069;Haby;42,9;42,8;43,0
31.12.2015;01058070;Hamdorf;44,0;42,7;45,3
31.12.2015;01058071;Hamweddel;43,0;43,3;42,8
31.12.2015;01058072;Hanerau-Hademarschen;45,0;44,0;46,0
31.12.2015;01058073;Haßmoor;47,2;48,0;46,5
31.12.2015;01058074;Heinkenborstel;46,0;48,0;44,1
31.12.2015;01058075;Hörsten;50,4;49,7;51,1
31.12.2015;01058076;Hoffeld;42,9;42,9;42,8
31.12.2015;01058077;Hohenwestedt;45,3;43,8;46,7
31.12.2015;01058078;Hohn;44,0;42,3;45,7
31.12.2015;01058080;Holtsee;44,9;43,9;45,9
31.12.2015;01058081;Holzbunge;46,6;46,9;46,4
31.12.2015;01058082;Holzdorf;43,1;42,3;44,0
31.12.2015;01058083;Hütten;43,1;41,9;44,5
31.12.2015;01058084;Hummelfeld;42,9;41,9;43,9
31.12.2015;01058085;Jahrsdorf;42,1;42,3;42,0
31.12.2015;01058086;Jevenstedt;43,8;42,9;44,8
31.12.2015;01058087;Karby;48,1;47,8;48,3
31.12.2015;01058088;Klein Wittensee;53,9;50,6;56,9
31.12.2015;01058089;Königshügel;44,4;43,9;44,9
31.12.2015;01058090;Kosel;46,2;47,0;45,4
31.12.2015;01058091;Krogaspe;43,8;42,6;45,1
31.12.2015;01058092;Kronshagen;46,8;45,0;48,4
31.12.2015;01058093;Krummwisch;42,1;41,4;42,8
31.12.2015;01058094;Langwedel;43,5;43,0;44,0
31.12.2015;01058096;Lindau;45,1;43,5;46,7
31.12.2015;01058097;Lohe-Föhrden;43,5;42,1;45,0
31.12.2015;01058098;Loop;45,1;47,5;42,9
31.12.2015;01058099;Loose;40,5;39,8;41,3
31.12.2015;01058100;Lütjenwestedt;45,9;43,9;48,0
31.12.2015;01058101;Luhnstedt;43,5;44,6;42,4
31.12.2015;01058102;Goosefeld;45,5;44,8;46,3
31.12.2015;01058103;Meezen;47,6;46,9;48,3
31.12.2015;01058104;Melsdorf;44,2;43,4;45,0
31.12.2015;01058105;Mielkendorf;44,0;44,1;44,0
31.12.2015;01058106;Mörel;42,5;42,2;42,8
31.12.2015;01058107;Molfsee;49,2;48,1;50,1
31.12.2015;01058108;Mühbrook;44,2;43,5;44,9
31.12.2015;01058109;Negenharrie;42,0;41,3;42,7
31.12.2015;01058110;Neudorf-Bornstein;42,7;43,0;42,4
31.12.2015;01058111;Neu Duvenstedt;45,9;45,7;46,1
31.12.2015;01058112;Neuwittenbek;47,0;45,9;48,1
31.12.2015;01058113;Nienborstel;43,7;43,7;43,8
31.12.2015;01058115;Nindorf;44,2;44,3;44,0
31.12.2015;01058116;Noer;46,6;45,4;47,8
31.12.2015;01058117;Nortorf;46,7;44,8;48,5
31.12.2015;01058118;Nübbel;44,4;43,1;45,8
31.12.2015;01058119;Oldenbüttel;42,8;41,3;44,6
31.12.2015;01058120;Oldenhütten;41,4;41,5;41,2
31.12.2015;01058121;Osdorf;43,8;42,8;44,8
31.12.2015;01058122;Ostenfeld (Rendsburg);39,9;40,9;38,9
31.12.2015;01058123;Osterby;42,7;41,3;44,1
31.12.2015;01058124;Osterrönfeld;43,8;42,3;45,3
31.12.2015;01058125;Osterstedt;42,6;42,8;42,4
31.12.2015;01058126;Ottendorf;47,5;46,1;48,8
31.12.2015;01058127;Owschlag;43,3;42,3;44,3
31.12.2015;01058128;Padenstedt;40,8;40,4;41,2
31.12.2015;01058129;Prinzenmoor;44,2;41,7;47,0
31.12.2015;01058130;Quarnbek;44,2;44,1;44,4
31.12.2015;01058131;Rade b. Hohenwestedt;41,7;43,6;39,9
31.12.2015;01058132;Rade b. Rendsburg;47,6;47,6;47,5
31.12.2015;01058133;Reesdorf;40,9;39,9;42,0
31.12.2015;01058134;Remmels;44,0;43,1;45,0
31.12.2015;01058135;Rendsburg;43,8;42,1;45,5
31.12.2015;01058136;Rickert;45,2;45,4;44,9
31.12.2015;01058137;Rieseby;43,3;42,8;43,8
31.12.2015;01058138;Rodenbek;47,5;46,6;48,3
31.12.2015;01058139;Rumohr;43,5;43,1;43,9
31.12.2015;01058140;Schacht-Audorf;44,9;44,3;45,4
31.12.2015;01058141;Schierensee;46,7;47,3;46,0
31.12.2015;01058142;Schinkel;44,2;44,8;43,5
31.12.2015;01058143;Schmalstede;41,8;40,3;43,4
31.12.2015;01058144;Schönbek;39,8;40,8;38,8
31.12.2015;01058145;Schönhorst;45,6;44,3;46,8
31.12.2015;01058146;Schülldorf;38,3;37,2;39,4
31.12.2015;01058147;Schülp b. Nortorf;43,1;42,4;43,8
31.12.2015;01058148;Schülp b. Rendsburg;47,8;46,7;48,9
31.12.2015;01058150;Schwedeneck;45,1;45,0;45,3
31.12.2015;01058151;Seefeld;42,2;41,8;42,7
31.12.2015;01058152;Sehestedt;45,0;45,9;44,1
31.12.2015;01058153;Sören;44,4;43,7;45,1
31.12.2015;01058154;Sophienhamm;43,4;44,4;42,5
31.12.2015;01058155;Stafstedt;44,6;45,9;43,3
31.12.2015;01058156;Steenfeld;43,1;40,3;46,4
31.12.2015;01058157;Strande;48,2;47,5;48,8
31.12.2015;01058158;Tackesdorf;39,7;42,2;37,6
31.12.2015;01058159;Tappendorf;42,8;40,9;45,2
31.12.2015;01058160;Techelsdorf;46,8;45,1;49,0
31.12.2015;01058161;Thaden;43,4;43,6;43,1
31.12.2015;01058162;Thumby;47,7;47,2;48,4
31.12.2015;01058163;Timmaspe;44,4;42,8;46,0
31.12.2015;01058164;Todenbüttel;43,3;41,2;45,5
31.12.2015;01058165;Tüttendorf;41,3;41,1;41,5
31.12.2015;01058166;Waabs;47,4;48,4;46,5
31.12.2015;01058167;Wapelfeld;44,2;44,2;44,2
31.12.2015;01058168;Warder;49,6;49,7;49,5
31.12.2015;01058169;Wasbek;43,4;42,7;44,0
31.12.2015;01058170;Wattenbek;42,5;41,0;43,9
31.12.2015;01058171;Westensee;45,3;44,0;46,5
31.12.2015;01058172;Westerrönfeld;45,6;44,2;47,0
31.12.2015;01058173;Windeby;45,5;44,9;46,1
31.12.2015;01058174;Winnemark;43,2;43,0;43,3
31.12.2015;01058175;Ahlefeld-Bistensee;44,1;45,1;43,2
31.12.2015;01059001;Alt Bennebek;42,6;42,2;43,2
31.12.2015;01059002;Arnis;52,3;49,1;55,7
31.12.2015;01059005;Bergenhusen;44,6;44,3;45,1
31.12.2015;01059006;Böel;43,5;43,1;43,9
31.12.2015;01059008;Böklund;44,1;42,5;45,6
31.12.2015;01059009;Börm;42,8;42,4;43,2
31.12.2015;01059010;Bollingstedt;43,8;43,1;44,5
31.12.2015;01059011;Boren;-;-;-
31.12.2015;01059012;Borgwedel;53,7;50,9;56,2
31.12.2015;01059014;Brebel;39,3;38,8;39,7
31.12.2015;01059016;Brodersby;49,5;48,1;50,8
31.12.2015;01059018;Busdorf;44,2;43,9;44,4
31.12.2015;01059019;Dannewerk;43,8;42,1;45,5
31.12.2015;01059020;Dörpstedt;44,9;42,7;47,1
31.12.2015;01059021;Dollrottfeld;44,3;42,1;46,9
31.12.2015;01059022;Ekenis;-;-;-
31.12.2015;01059023;Ellingstedt;44,0;43,8;44,3
31.12.2015;01059024;Erfde;46,3;45,5;47,2
31.12.2015;01059026;Fahrdorf;47,5;46,1;48,7
31.12.2015;01059032;Geltorf;43,0;42,8;43,1
31.12.2015;01059033;Goltoft;48,0;47,1;48,7
31.12.2015;01059034;Grödersby;47,0;48,3;45,8
31.12.2015;01059035;Groß Rheide;42,4;41,5;43,4
31.12.2015;01059037;Havetoft;39,8;40,0;39,5
31.12.2015;01059038;Havetoftloit;-;-;-
31.12.2015;01059039;Hollingstedt;44,1;42,1;46,3
31.12.2015;01059041;Hüsby;43,5;43,7;43,4
31.12.2015;01059042;Idstedt;44,8;45,4;44,2
31.12.2015;01059043;Jagel;43,4;43,0;43,8
31.12.2015;01059044;Jübek;43,1;41,2;44,9
31.12.2015;01059045;Kappeln;49,0;47,7;50,2
31.12.2015;01059047;Kiesby;-;-;-
31.12.2015;01059049;Klappholz;43,9;44,5;43,4
31.12.2015;01059050;Klein Bennebek;44,1;44,0;44,3
31.12.2015;01059051;Klein Rheide;43,7;43,1;44,4
31.12.2015;01059053;Kropp;45,1;42,9;47,2
31.12.2015;01059055;Loit;41,2;41,4;41,1
31.12.2015;01059056;Lottorf;39,8;40,1;39,5
31.12.2015;01059057;Lürschau;43,6;43,5;43,6
31.12.2015;01059058;Meggerdorf;42,9;40,8;45,0
31.12.2015;01059060;Mohrkirch;44,2;43,6;44,8
31.12.2015;01059062;Neuberend;45,6;45,5;45,6
31.12.2015;01059063;Norderbrarup;44,3;43,5;45,1
31.12.2015;01059064;Norderstapel;48,7;49,0;48,4
31.12.2015;01059065;Nottfeld;47,3;46,1;48,7
31.12.2015;01059067;Oersberg;44,5;44,4;44,7
31.12.2015;01059068;Rabenkirchen-Faulück;48,3;47,0;49,7
31.12.2015;01059069;Rüde;-;-;-
31.12.2015;01059070;Rügge;42,4;43,4;41,4
31.12.2015;01059071;Satrup;-;-;-
31.12.2015;01059072;Saustrup;46,4;44,7;48,1
31.12.2015;01059073;Schaalby;44,2;42,5;46,0
31.12.2015;01059074;Scheggerott;42,7;42,7;42,6
31.12.2015;01059075;Schleswig;46,3;44,6;47,9
31.12.2015;01059076;Schnarup-Thumby;43,6;43,9;43,3
31.12.2015;01059077;Schuby;45,0;45,2;44,9
31.12.2015;01059078;Selk;45,2;45,3;45,2
31.12.2015;01059079;Silberstedt;42,9;41,8;44,1
31.12.2015;01059080;Steinfeld;45,8;44,2;47,2
31.12.2015;01059081;Stolk;46,5;46,1;47,0
31.12.2015;01059082;Struxdorf;45,7;44,6;47,0
31.12.2015;01059083;Süderbrarup;45,4;43,8;46,9
31.12.2015;01059084;Süderfahrenstedt;42,2;41,7;42,6
31.12.2015;01059085;Süderstapel;45,2;44,2;46,3
31.12.2015;01059086;Taarstedt;42,2;41,9;42,4
31.12.2015;01059087;Tetenhusen;41,7;40,2;43,2
31.12.2015;01059088;Tielen;44,6;43,9;45,3
31.12.2015;01059090;Tolk;43,2;41,9;44,5
31.12.2015;01059092;Treia;46,5;45,2;47,7
31.12.2015;01059093;Ülsby;48,2;46,9;49,4
31.12.2015;01059094;Ulsnis;51,4;50,2;52,7
31.12.2015;01059095;Wagersrott;49,8;51,6;47,9
31.12.2015;01059096;Wohlde;46,3;45,0;47,7
31.12.2015;01059097;Twedt;41,5;41,0;42,0
31.12.2015;01059098;Nübel;45,2;45,0;45,4
31.12.2015;01059101;Tastrup;44,1;44,1;44,1
31.12.2015;01059102;Ahneby;45,2;45,6;44,8
31.12.2015;01059103;Ausacker;46,7;45,0;48,4
31.12.2015;01059105;Böxlund;40,1;37,4;43,3
31.12.2015;01059106;Dollerup;44,7;44,3;45,1
31.12.2015;01059107;Eggebek;41,5;40,4;42,6
31.12.2015;01059109;Esgrus;46,0;45,2;46,7
31.12.2015;01059112;Gelting;50,4;48,9;51,7
31.12.2015;01059113;Glücksburg (Ostsee);51,9;50,0;53,7
31.12.2015;01059115;Großenwiehe;43,3;41,9;44,7
31.12.2015;01059116;Großsolt;44,3;44,0;44,5
31.12.2015;01059118;Grundhof;45,9;45,9;45,9
31.12.2015;01059120;Harrislee;46,2;44,5;47,8
31.12.2015;01059121;Hasselberg;46,9;46,3;47,7
31.12.2015;01059123;Hörup;42,1;40,6;43,7
31.12.2015;01059124;Holt;38,8;39,2;38,4
31.12.2015;01059126;Hürup;45,2;44,6;45,8
31.12.2015;01059127;Husby;44,0;43,7;44,2
31.12.2015;01059128;Janneby;43,6;45,1;42,2
31.12.2015;01059129;Jardelund;39,5;39,5;39,4
31.12.2015;01059131;Jerrishoe;41,3;41,8;40,8
31.12.2015;01059132;Jörl;41,0;40,6;41,5
31.12.2015;01059136;Kronsgaard;51,4;51,1;51,6
31.12.2015;01059137;Langballig;47,8;45,5;49,9
31.12.2015;01059138;Langstedt;46,3;45,6;47,0
31.12.2015;01059141;Maasbüll;45,8;44,7;46,9
31.12.2015;01059142;Maasholm;55,7;55,4;56,0
31.12.2015;01059143;Medelby;42,6;42,2;43,1
31.12.2015;01059144;Meyn;40,4;40,4;40,5
31.12.2015;01059145;Munkbrarup;46,2;45,8;46,6
31.12.2015;01059147;Nieby;60,7;61,3;60,2
31.12.2015;01059148;Niesgrau;47,7;46,9;48,6
31.12.2015;01059149;Nordhackstedt;41,1;40,7;41,6
31.12.2015;01059151;Osterby;41,9;43,0;40,9
31.12.2015;01059152;Pommerby;47,3;47,0;47,6
31.12.2015;01059153;Quern;-;-;-
31.12.2015;01059154;Rabel;43,9;43,6;44,1
31.12.2015;01059155;Rabenholz;46,5;46,5;46,5
31.12.2015;01059157;Ringsberg;39,9;39,2;40,7
31.12.2015;01059158;Schafflund;42,4;41,0;43,8
31.12.2015;01059159;Sieverstedt;42,7;41,7;43,7
31.12.2015;01059161;Sörup;45,1;43,4;46,9
31.12.2015;01059162;Sollerup;43,3;42,8;43,7
31.12.2015;01059163;Stangheck;47,9;48,5;47,3
31.12.2015;01059164;Steinberg;49,0;49,3;48,7
31.12.2015;01059165;Steinbergkirche;-;-;-
31.12.2015;01059167;Sterup;45,6;44,3;47,0
31.12.2015;01059168;Stoltebüll;48,4;47,2;49,6
31.12.2015;01059169;Süderhackstedt;39,6;37,5;42,3
31.12.2015;01059171;Tarp;46,0;44,0;47,9
31.12.2015;01059173;Wallsbüll;44,0;43,3;44,7
31.12.2015;01059174;Wanderup;43,5;42,6;44,4
31.12.2015;01059176;Wees;45,0;44,7;45,3
31.12.2015;01059177;Weesby;43,5;42,8;44,3
31.12.2015;01059178;Westerholz;49,7;49,3;50,0
31.12.2015;01059179;Lindewitt;41,2;41,0;41,4
31.12.2015;01059182;Freienwill;43,2;42,7;43,6
31.12.2015;01059183;Handewitt;43,1;42,1;44,1
31.12.2015;01059184;Oeversee;43,9;43,6;44,1
31.12.2015;01059185;Mittelangeln;42,4;41,0;43,8
31.12.2015;01059186;Steinbergkirche;47,5;46,9;48,2
31.12.2015;01059187;Boren;47,6;47,3;47,9
31.12.2015;01060002;Alveslohe;43,9;43,0;44,7
31.12.2015;01060003;Armstedt;45,2;43,4;47,1
31.12.2015;01060004;Bad Bramstedt;44,2;42,5;45,9
31.12.2015;01060005;Bad Segeberg;45,7;43,8;47,4
31.12.2015;01060006;Bahrenhof;46,1;48,0;44,3
31.12.2015;01060007;Bark;43,6;43,7;43,6
31.12.2015;01060008;Bebensee;46,7;47,6;45,9
31.12.2015;01060009;Bimöhlen;43,1;43,0;43,2
31.12.2015;01060010;Blunk;41,9;41,7;42,0
31.12.2015;01060011;Boostedt;42,8;41,2;44,4
31.12.2015;01060012;Bornhöved;44,2;43,8;44,6
31.12.2015;01060013;Borstel;41,1;40,7;41,5
31.12.2015;01060014;Buchholz b. Wahlstedt;0,0;0,0;0,0
31.12.2015;01060015;Bühnsdorf;45,4;45,0;45,8
31.12.2015;01060016;Daldorf;43,5;43,4;43,6
31.12.2015;01060017;Damsdorf;45,8;45,2;46,3
31.12.2015;01060018;Dreggers;41,9;42,7;41,0
31.12.2015;01060019;Ellerau;45,3;44,0;46,6
31.12.2015;01060020;Fahrenkrug;44,6;43,5;45,8
31.12.2015;01060021;Föhrden-Barl;44,0;43,8;44,2
31.12.2015;01060022;Fredesdorf;39,5;39,8;39,3
31.12.2015;01060023;Fuhlendorf;42,4;40,9;43,9
31.12.2015;01060024;Geschendorf;41,2;41,1;41,2
31.12.2015;01060025;Glasau;43,1;43,2;43,1
31.12.2015;01060026;Gönnebek;43,1;41,4;45,0
31.12.2015;01060027;Großenaspe;42,9;42,6;43,2
31.12.2015;01060028;Groß Kummerfeld;43,4;42,7;44,1
31.12.2015;01060029;Groß Niendorf;44,2;43,4;45,1
31.12.2015;01060030;Groß Rönnau;43,6;41,8;45,5
31.12.2015;01060031;Hagen;45,0;43,9;46,1
31.12.2015;01060033;Hardebek;46,4;45,7;47,1
