GENESIS-Tabelle: 31111-02-02-5-B
Baugenehmigungen: Errichtung neuer Nichtwohngebäude;;;;
- Jahressumme - regionale Ebenen;;;;
Statistik der Baugenehmigungen;;;;
Nichtwohngebäude;;;;
2015;;;;
;;Nichtwohngebäude;Nutzfläche;Wohnungen
;;Anzahl;1000 qm;Anzahl
13076092;Lüttow-Valluhn;0;0,0;0
13076093;Malk Göhren;0;0,0;0
13076094;Malliß;0;0,0;0
13076095;Marnitz;0;0,0;0
13076096;Mestlin;0;0,0;0
13076097;Milow;0;0,0;0
13076098;Möllenbeck;0;0,0;0
13076099;Moraas;0;0,0;0
13076100;Muchow;0;0,0;0
13076101;Mustin;0;0,0;0
13076102;Neu Gülze;0;0,0;0
13076103;Neu Kaliß;0;0,0;0
13076104;Neu Poserin;0;0,0;0
13076105;Neustadt-Glewe, Stadt;3;0,3;0
13076106;Nostorf;0;0,0;0
13076107;Pampow;0;0,0;0
13076108;Parchim, Stadt;2;0,8;0
13076109;Passow;0;0,0;0
13076110;Pätow-Steegen;0;0,0;0
13076111;Picher;0;0,0;0
13076112;Pinnow;1;0,2;0
13076113;Plate;0;0,0;0
13076114;Plau am See, Stadt;4;1,0;0
13076115;Prislich;0;0,0;0
13076116;Pritzier;0;0,0;0
13076117;Raben Steinfeld;0;0,0;0
13076118;Rastow;0;0,0;0
13076119;Redefin;0;0,0;0
13076120;Rom;0;0,0;0
13076121;Schossin;0;0,0;0
13076122;Schwanheide;0;0,0;0
13076123;Setzin;1;0,1;0
13076124;Severin;-;-;-
13076125;Siggelkow;0;0,0;0
13076126;Spornitz;0;0,0;0
13076127;Steesow;0;0,0;0
13076128;Sternberg, Stadt;3;2,8;0
13076129;Stolpe;0;0,0;0
13076130;Stralendorf;1;0,8;0
13076131;Strohkirchen;0;0,0;0
13076132;Suckow;0;0,0;0
13076133;Sukow;0;0,0;0
13076134;Sülstorf;0;0,0;0
13076135;Techentin;0;0,0;0
13076136;Teldau;0;0,0;0
13076137;Tessenow;0;0,0;0
13076138;Tessin b. Boizenburg;1;0,2;0
13076139;Toddin;0;0,0;0
13076140;Tramm;0;0,0;0
13076141;Uelitz;0;0,0;0
13076142;Vellahn;3;1,4;0
13076143;Vielank;1;0,1;0
13076144;Wahlstorf;-;-;-
13076145;Warlitz;0;0,0;0
13076146;Warlow;0;0,0;0
13076147;Warsow;0;0,0;0
13076148;Weitendorf;0;0,0;0
13076149;Wendisch Priborn;-;-;-
13076150;Wendisch Waren;-;-;-
13076151;Werder;0;0,0;0
13076152;Wittenburg, Stadt;2;6,6;0
13076153;Wittendörp;0;0,0;0
13076154;Wittenförden;1;0,7;0
13076155;Witzin;0;0,0;0
13076156;Wöbbelin;0;0,0;0
13076157;Zahrensdorf;0;0,0;0
13076158;Zapel;0;0,0;0
13076159;Zarrentin am Schaalsee, Stadt;4;0,7;4
13076160;Ziegendorf;0;0,0;0
13076161;Zierzow;0;0,0;0
13076162;Zölkow;0;0,0;0
13076163;Zülow;0;0,0;0
13076164;Obere Warnow;1;0,9;0
13076165;Gehlsbach;0;0,0;0
13076166;Ganzlin;1;2,9;0
13076167;Kloster Tempzin;-;-;-
14161000;Chemnitz, Kreisfreie Stadt;-;-;-
14166000;Plauen, Kreisfreie Stadt;-;-;-
14167000;Zwickau, Kreisfreie Stadt;-;-;-
14171000;Annaberg, Landkreis;-;-;-
14173000;Chemnitzer Land, Landkreis;-;-;-
14177000;Freiberg, Landkreis;-;-;-
14178000;Vogtlandkreis;-;-;-
14181000;Mittlerer Erzgebirgskreis;-;-;-
14182000;Mittweida, Landkreis;-;-;-
14188000;Stollberg, Landkreis;-;-;-
14191000;Aue-Schwarzenberg, Landkreis;-;-;-
14193000;Zwickauer Land, Landkreis;-;-;-
14262000;Dresden, Kreisfreie Stadt;-;-;-
14263000;Görlitz, Kreisfreie Stadt;-;-;-
14264000;Hoyerswerda, Kreisfreie Stadt;-;-;-
14272000;Bautzen, Landkreis;-;-;-
14280000;Meißen, Landkreis;-;-;-
14284000;Niederschlesischer Oberlausitzkreis;-;-;-
14285000;Riesa-Großenhain, Landkreis;-;-;-
14286000;Löbau-Zittau, Landkreis;-;-;-
14287000;Sächsische Schweiz, Landkreis;-;-;-
14290000;Weißeritzkreis;-;-;-
14292000;Kamenz, Landkreis;-;-;-
14365000;Leipzig, Kreisfreie Stadt;-;-;-
14374000;Delitzsch, Landkreis;-;-;-
14375000;Döbeln, Landkreis;-;-;-
14379000;Leipziger Land, Landkreis;-;-;-
14383000;Muldentalkreis;-;-;-
14389000;Torgau-Oschatz, Landkreis;-;-;-
14511000;Chemnitz, Stadt;66;81,1;2
14521010;Amtsberg;0;0,0;0
14521020;Annaberg-Buchholz, Stadt;4;0,8;0
14521030;Aue, Stadt;3;0,7;0
14521040;Auerbach;0;0,0;0
14521050;Bad Schlema;1;0,0;0
14521060;Bärenstein;0;0,0;0
14521070;Bernsbach;-;-;-
14521080;Bockau;0;0,0;0
14521090;Börnichen/Erzgeb.;0;0,0;0
14521100;Borstendorf;-;-;-
14521110;Breitenbrunn/Erzgeb.;3;1,4;0
14521120;Burkhardtsdorf;2;2,8;0
14521130;Crottendorf;3;1,9;0
14521140;Deutschneudorf;0;0,0;0
14521150;Drebach;5;1,7;0
14521160;Ehrenfriedersdorf, Stadt;1;0,2;0
14521170;Eibenstock, Stadt;1;0,3;0
14521180;Elterlein, Stadt;1;0,1;0
14521190;Erlbach-Kirchberg;-;-;-
14521200;Gelenau/Erzgeb.;0;0,0;0
14521210;Geyer, Stadt;2;0,1;0
14521220;Gornau/Erzgeb.;3;0,6;0
14521230;Gornsdorf;1;1,0;0
14521240;Großolbersdorf;1;0,4;0
14521250;Großrückerswalde;1;0,2;0
14521260;Grünhain-Beierfeld, Stadt;2;0,1;0
14521270;Grünhainichen;4;0,5;0
14521280;Heidersdorf;1;0,1;0
14521290;Hohndorf;0;0,0;0
14521300;Hormersdorf;-;-;-
14521310;Jahnsdorf/Erzgeb.;4;2,2;0
14521320;Johanngeorgenstadt, Stadt;1;1,5;0
14521330;Jöhstadt, Stadt;3;0,6;0
14521340;Königswalde;1;0,4;0
14521350;Lauter/Sa., Stadt;-;-;-
14521355;Lauter-Bernsbach, Stadt;1;0,1;0
14521360;Lengefeld, Stadt;-;-;-
14521370;Lößnitz, Stadt;4;2,5;0
14521380;Lugau/Erzgeb., Stadt;0;0,0;0
14521390;Marienberg, Stadt;4;1,2;0
14521400;Mildenau;2;0,7;1
14521410;Neukirchen/Erzgeb.;3;0,5;0
14521420;Niederdorf;1;0,1;0
14521430;Niederwürschnitz;0;0,0;0
14521440;Oberwiesenthal, Kurort, Stadt;1;0,0;0
14521450;Oelsnitz/Erzgeb., Stadt;1;0,1;0
14521460;Olbernhau, Stadt;7;2,9;0
14521470;Pfaffroda;2;0,8;0
14521480;Pobershau;-;-;-
14521490;Pockau;-;-;-
14521495;Pockau-Lengefeld, Stadt;4;1,3;0
14521500;Raschau-Markersbach;1;0,1;0
14521510;Scheibenberg, Stadt;0;0,0;0
14521520;Schlettau, Stadt;0;0,0;0
14521530;Schneeberg, Stadt;5;5,2;0
14521540;Schönheide;0;0,0;0
14521550;Schwarzenberg/Erzgeb., Stadt;1;0,2;0
14521560;Sehmatal;5;3,3;0
14521570;Seiffen/Erzgeb., Kurort;3;0,2;0
14521580;Sosa;-;-;-
14521590;Stollberg/Erzgeb., Stadt;3;3,1;0
14521600;Stützengrün;2;0,4;0
14521610;Tannenberg;0;0,0;0
14521620;Thalheim/Erzgeb., Stadt;0;0,0;0
14521630;Thermalbad Wiesenbad;0;0,0;0
14521640;Thum, Stadt;0;0,0;0
14521650;Venusberg;-;-;-
14521660;Waldkirchen/Erzgeb.;-;-;-
14521670;Wolkenstein, Stadt;0;0,0;0
14521680;Zöblitz, Stadt;-;-;-
14521690;Zschopau, Stadt;2;0,9;0
14521700;Zschorlau;2;3,0;0
14521710;Zwönitz, Stadt;5;4,1;0
14522010;Altmittweida;1;0,2;0
14522020;Augustusburg, Stadt;3;0,4;0
14522030;Bobritzsch;-;-;-
14522035;Bobritzsch-Hilbersdorf;2;0,5;0
14522040;Bockelwitz;-;-;-
14522050;Brand-Erbisdorf, Stadt;2;1,1;0
14522060;Burgstädt, Stadt;3;0,9;0
14522070;Claußnitz;1;0,1;0
14522080;Döbeln, Stadt;5;0,9;0
14522090;Dorfchemnitz;1;0,1;0
14522100;Ebersbach;-;-;-
14522110;Eppendorf;1;0,1;0
14522120;Erlau;2;1,8;0
14522130;Falkenau;-;-;-
14522140;Flöha, Stadt;2;1,4;0
14522150;Frankenberg/Sa., Stadt;5;2,1;1
14522160;Frankenstein;-;-;-
14522170;Frauenstein, Stadt;0;0,0;0
14522180;Freiberg, Stadt, Universitätsstadt;5;2,1;0
14522190;Geringswalde, Stadt;0;0,0;0
14522200;Großhartmannsdorf;0;0,0;0
14522210;Großschirma, Stadt;4;0,4;0
14522220;Großweitzschen;0;0,0;0
14522230;Hainichen, Stadt;8;4,3;2
14522240;Halsbrücke;3;0,9;0
14522250;Hartha, Stadt;3;2,8;0
14522260;Hartmannsdorf;2;19,3;0
14522270;Hilbersdorf;-;-;-
14522280;Königsfeld;0;0,0;0
14522290;Königshain-Wiederau;1;0,5;0
14522300;Kriebstein;1;13,1;0
14522310;Leisnig, Stadt;7;6,7;0
14522320;Leubsdorf;0;0,0;0
14522330;Lichtenau;0;0,0;0
14522340;Lichtenberg/Erzgeb.;2;0,1;0
14522350;Lunzenau, Stadt;0;0,0;0
14522360;Mittweida, Stadt, Hochschulstadt;2;1,7;0
14522370;Mochau;1;0,0;0
14522380;Mühlau;1;0,8;0
14522390;Mulda/Sa.;3;0,7;0
14522400;Neuhausen/Erzgeb.;2;0,2;0
14522410;Niederstriegis;-;-;-
14522420;Niederwiesa;2;0,4;0
14522430;Oberschöna;0;0,0;0
14522440;Oederan, Stadt;6;3,2;0
14522450;Ostrau;4;10,4;0
14522460;Penig, Stadt;4;1,9;0
14522470;Rechenberg-Bienenmühle;0;0,0;0
14522480;Reinsberg;3;1,0;0
14522490;Rochlitz, Stadt;2;0,3;0
14522500;Rossau;3;0,6;0
14522510;Roßwein, Stadt;2;8,3;0
14522520;Sayda, Stadt;0;0,0;0
14522530;Seelitz;1;0,0;0
14522540;Striegistal;0;0,0;0
14522550;Taura;1;0,5;0
14522570;Waldheim, Stadt;0;0,0;0
14522580;Wechselburg;1;1,1;0
14522590;Weißenborn/Erzgeb.;2;2,5;0
14522600;Zettlitz;1;0,1;0
14522610;Ziegra-Knobelsdorf;-;-;-
14522620;Zschaitz-Ottewig;0;0,0;0
14523010;Adorf/Vogtl., Stadt;1;0,1;0
14523020;Auerbach/Vogtl., Stadt;6;2,0;0
14523030;Bad Brambach;1;0,0;0
14523040;Bad Elster, Stadt;2;0,3;0
14523050;Bergen;0;0,0;0
14523060;Bösenbrunn;3;0,5;0
14523070;Burgstein;-;-;-
14523080;Eichigt;2;0,6;0
14523090;Ellefeld;0;0,0;0
14523100;Elsterberg, Stadt;3;2,1;0
14523110;Erlbach;-;-;-
14523120;Falkenstein/Vogtl., Stadt;7;1,1;1
14523130;Grünbach;0;0,0;0
14523140;Hammerbrücke;-;-;-
14523150;Heinsdorfergrund;3;6,5;0
14523160;Klingenthal, Stadt;1;0,4;0
14523170;Lengenfeld, Stadt;4;0,3;0
14523180;Leubnitz;-;-;-
14523190;Limbach;0;0,0;0
14523200;Markneukirchen, Stadt;8;1,6;0
14523210;Mehltheuer;-;-;-
14523220;Morgenröthe-Rautenkranz;-;-;-
14523230;Mühlental;2;0,2;0
14523240;Mühltroff, Stadt;-;-;-
14523245;Muldenhammer;1;0,1;0
14523250;Mylau, Stadt;2;1,4;0
14523260;Netzschkau, Stadt;3;0,7;0
14523270;Neuensalz;2;0,5;0
14523280;Neumark;4;2,8;0
14523290;Neustadt/Vogtl.;1;0,1;0
14523300;Oelsnitz/Vogtl., Stadt;7;5,0;1
14523310;Pausa-Mühltroff, Stadt;6;3,9;0
14523320;Plauen, Stadt;14;9,0;4
14523330;Pöhl;4;1,1;0
14523340;Reichenbach im Vogtland, Stadt;5;3,0;0
14523350;Reuth;0;0,0;0
14523360;Rodewisch, Stadt;1;0,1;0
14523365;Rosenbach/Vogtl.;1;0,1;0
14523370;Schöneck/Vogtl., Stadt;5;3,5;0
14523380;Steinberg;3;0,7;0
14523390;Syrau;-;-;-
14523400;Tannenbergsthal;-;-;-
14523410;Theuma;1;0,9;0
14523420;Tirpersdorf;1;0,1;0
14523430;Treuen, Stadt;3;2,3;0
14523440;Triebel/Vogtl.;1;0,1;0
14523450;Weischlitz;5;0,5;0
14523460;Werda;0;0,0;0
14523470;Zwota;-;-;-
14524010;Bernsdorf;5;1,9;0
14524020;Callenberg;2;4,9;0
14524030;Crimmitschau, Stadt;0;0,0;0
14524040;Crinitzberg;1;0,2;0
14524050;Dennheritz;0;0,0;0
14524060;Fraureuth;0;0,0;0
14524070;Gersdorf;2;0,2;0
14524080;Glauchau, Stadt;2;1,2;0
14524090;Hartenstein, Stadt;2;0,2;0
14524100;Hartmannsdorf b. Kirchberg;1;0,4;0
14524110;Hirschfeld;3;1,0;0
14524120;Hohenstein-Ernstthal, Stadt;2;0,2;0
14524130;Kirchberg, Stadt;3;1,5;0
14524140;Langenbernsdorf;0;0,0;0
14524150;Langenweißbach;2;5,6;0
14524160;Lichtenstein/Sa., Stadt;1;1,1;0
14524170;Lichtentanne;1;0,1;0
14524180;Limbach-Oberfrohna, Stadt;6;10,0;0
14524190;Meerane, Stadt;3;1,1;0
14524200;Mülsen;4;0,8;0
14524210;Neukirchen/Pleiße;1;0,3;0
14524220;Niederfrohna;0;0,0;0
14524230;Oberlungwitz, Stadt;0;0,0;0
14524240;Oberwiera;0;0,0;0
14524250;Reinsdorf;2;2,9;0
14524260;Remse;1;5,1;0
14524270;Schönberg;2;0,4;0
14524280;St. Egidien;4;1,1;0
14524290;Waldenburg, Stadt;1;0,1;0
14524300;Werdau, Stadt;5;0,8;0
14524310;Wildenfels, Stadt;4;0,5;0
14524320;Wilkau-Haßlau, Stadt;3;2,1;0
14524330;Zwickau, Stadt;28;63,2;0
14612000;Dresden, Stadt;82;163,8;4
14625010;Arnsdorf;6;2,4;1
14625020;Bautzen, Stadt;14;6,0;0
14625030;Bernsdorf, Stadt;0;0,0;0
14625040;Bischofswerda, Stadt;0;0,0;0
14625050;Bretnig-Hauswalde;2;10,3;0
14625060;Burkau;0;0,0;0
14625070;Crostau;-;-;-
14625080;Crostwitz;0;0,0;0
14625090;Cunewalde;2;1,3;0
14625100;Demitz-Thumitz;0;0,0;0
14625110;Doberschau-Gaußig;1;0,1;0
14625120;Elsterheide;1;0,0;0
14625130;Elstra, Stadt;1;0,1;0
14625140;Frankenthal;0;0,0;0
14625150;Göda;0;0,0;0
14625160;Großdubrau;1;0,2;0
14625170;Großharthau;1;1,4;0
14625180;Großnaundorf;1;0,2;0
14625190;Großpostwitz/O.L.;0;0,0;0
14625200;Großröhrsdorf, Stadt;4;0,6;0
14625210;Guttau;-;-;-
14625220;Haselbachtal;4;3,3;0
14625230;Hochkirch;1;0,3;0
14625240;Hoyerswerda, Stadt;4;1,3;0
14625250;Kamenz, Stadt;9;5,4;0
14625260;Kirschau;-;-;-
14625270;Königsbrück, Stadt;3;0,3;0
14625280;Königswartha;2;1,8;0
14625290;Kubschütz;0;0,0;0
14625300;Laußnitz;1;0,1;0
14625310;Lauta, Stadt;1;0,1;0
14625320;Lichtenberg;1;0,1;0
14625330;Lohsa;0;0,0;0
14625340;Malschwitz;6;1,4;0
14625350;Nebelschütz;1;0,2;0
14625360;Neschwitz;1;0,1;0
14625370;Neukirch;2;4,9;0
14625380;Neukirch/Lausitz;1;0,1;1
14625390;Obergurig;0;0,0;0
14625400;Oberlichtenau;-;-;-
14625410;Ohorn;1;0,1;0
14625420;Oßling;0;0,0;0
14625430;Ottendorf-Okrilla;3;0,2;0
14625440;Panschwitz-Kuckau;0;0,0;0
14625450;Pulsnitz, Stadt;2;1,0;0
14625460;Puschwitz;0;0,0;0
14625470;Räckelwitz;0;0,0;0
14625480;Radeberg, Stadt;10;2,6;0
14625490;Radibor;3;0,3;1
14625500;Ralbitz-Rosenthal;1;0,1;0
14625510;Rammenau;0;0,0;0
14625520;Schirgiswalde, Stadt;-;-;-
14625525;Schirgiswalde-Kirschau, Stadt;0;0,0;0
14625530;Schmölln-Putzkau;1;0,1;0
14625540;Schönteichen;2;0,2;0
14625550;Schwepnitz;0;0,0;0
14625560;Sohland a. d. Spree;1;0,1;0
14625570;Spreetal;0;0,0;0
14625580;Steina;2;0,5;0
14625590;Steinigtwolmsdorf;1;0,2;0
14625600;Wachau;5;1,9;0
14625610;Weißenberg, Stadt;0;0,0;0
14625620;Wiednitz;-;-;-
14625630;Wilthen, Stadt;0;0,0;0
14625640;Wittichenau, Stadt;2;0,5;0
14626010;Bad Muskau, Stadt;1;1,2;0
14626020;Beiersdorf;0;0,0;0
14626030;Bernstadt a. d. Eigen, Stadt;2;5,2;0
14626040;Berthelsdorf;-;-;-
14626050;Bertsdorf-Hörnitz;0;0,0;0
14626060;Boxberg/O.L.;4;0,4;0
14626070;Dürrhennersdorf;0;0,0;0
14626080;Ebersbach/Sa., Stadt;-;-;-
14626085;Ebersbach-Neugersdorf, Stadt;2;0,9;0
14626090;Eibau;-;-;-
14626100;Gablenz;0;0,0;0
14626110;Görlitz, Stadt;12;7,6;0
14626120;Groß Düben;0;0,0;0
14626130;Großhennersdorf;-;-;-
14626140;Großschönau;0;0,0;0
14626150;Großschweidnitz;0;0,0;0
14626160;Hähnichen;0;0,0;0
14626170;Hainewalde;0;0,0;0
14626180;Herrnhut, Stadt;1;0,1;0
14626190;Hohendubrau;0;0,0;0
14626200;Horka;0;0,0;0
14626210;Jonsdorf, Kurort;1;0,0;0
14626220;Klitten;-;-;-
14626230;Kodersdorf;0;0,0;0
14626240;Königshain;1;0,1;0
14626245;Kottmar;5;2,0;0
14626250;Krauschwitz;2;1,1;0
14626260;Kreba-Neudorf;0;0,0;0
14626270;Lawalde;0;0,0;0
14626280;Leutersdorf;0;0,0;0
14626290;Löbau, Stadt;1;0,4;0
14626300;Markersdorf;2;1,2;0
14626310;Mittelherwigsdorf;0;0,0;0
14626320;Mücka;2;0,1;0
14626330;Neißeaue;1;0,0;0
14626340;Neugersdorf, Stadt;-;-;-
14626350;Neusalza-Spremberg, Stadt;0;0,0;0
14626360;Niedercunnersdorf;-;-;-
14626370;Niesky, Stadt;5;2,5;0
14626380;Obercunnersdorf;-;-;-
14626390;Oderwitz;2;0,4;0
14626400;Olbersdorf;1;0,1;0
14626410;Oppach;0;0,0;0
14626420;Ostritz, Stadt;0;0,0;0
14626430;Oybin;0;0,0;0
14626440;Quitzdorf am See;1;0,1;0
14626450;Reichenbach/O.L., Stadt;2;0,2;0
14626460;Rietschen;4;38,4;0
14626470;Rosenbach;0;0,0;0
14626480;Rothenburg/O.L., Stadt;2;0,3;0
14626490;Schleife;1;0,3;0
14626500;Schönau-Berzdorf a. d. Eigen;1;0,2;0
14626510;Schönbach;1;0,1;0
14626520;Schöpstal;1;0,2;0
14626530;Seifhennersdorf, Stadt;0;0,0;0
14626540;Sohland a. Rotstein;-;-;-
14626550;Strahwalde;-;-;-
14626560;Trebendorf;0;0,0;0
14626570;Vierkirchen;1;0,1;0
14626580;Waldhufen;2;0,2;0
14626590;Weißkeißel;0;0,0;0
14626600;Weißwasser/O.L., Stadt;8;9,4;0
14626610;Zittau, Stadt;5;7,7;0
14627010;Coswig, Stadt;11;5,3;0
14627020;Diera-Zehren;4;0,7;0
14627030;Ebersbach;1;0,1;1
14627040;Glaubitz;0;0,0;0
14627050;Gröditz, Stadt;4;0,2;1
14627060;Großenhain, Stadt;12;5,4;0
14627070;Hirschstein;1;0,0;0
14627080;Käbschütztal;0;0,0;0
14627090;Ketzerbachtal;-;-;-
14627100;Klipphausen;9;8,8;0
14627110;Lampertswalde;2;1,1;0
14627120;Leuben-Schleinitz;-;-;-
14627130;Lommatzsch, Stadt;1;0,1;0
14627140;Meißen, Stadt;11;2,3;0
14627150;Moritzburg;1;0,3;0
14627160;Nauwalde;-;-;-
14627170;Niederau;2;0,3;0
14627180;Nossen, Stadt;19;5,2;0
14627190;Nünchritz;2;0,3;0
14627200;Priestewitz;2;0,1;0
14627210;Radebeul, Stadt;14;3,7;0
14627220;Radeburg, Stadt;12;49,2;0
14627230;Riesa, Stadt;9;2,8;0
14627240;Röderaue;0;0,0;0
14627250;Schönfeld;1;0,0;0
14627260;Stauchitz;1;0,3;0
14627270;Strehla, Stadt;2;0,1;0
14627280;Tauscha;2;0,1;0
14627290;Thiendorf;0;0,0;0
14627300;Triebischtal;-;-;-
14627310;Weinböhla;4;0,2;0
14627320;Weißig a. Raschütz;-;-;-
14627330;Wildenhain;-;-;-
14627340;Wülknitz;1;0,2;0
14627350;Zabeltitz;-;-;-
14627360;Zeithain;5;1,0;0
14628010;Altenberg, Stadt;1;0,1;0
14628020;Bad Gottleuba-Berggießhübel, Stadt;1;0,7;0
14628030;Bad Schandau, Stadt;2;0,4;0
14628040;Bahretal;0;0,0;0
14628050;Bannewitz;4;0,3;0
14628060;Dippoldiswalde, Stadt;6;1,7;0
14628070;Dohma;0;0,0;0
14628080;Dohna, Stadt;2;0,7;0
14628090;Dorfhain;1;0,2;0
14628100;Dürrröhrsdorf-Dittersbach;1;0,8;0
14628110;Freital, Stadt;13;6,1;0
14628120;Geising, Stadt;-;-;-
14628130;Glashütte, Stadt;1;0,1;0
14628140;Gohrisch;1;0,1;0
14628150;Hartmannsdorf-Reichenau;0;0,0;0
14628160;Heidenau, Stadt;3;4,9;0
14628170;Hermsdorf/Erzgeb.;0;0,0;0
14628180;Höckendorf;-;-;-
14628190;Hohnstein, Stadt;3;1,2;0
14628200;Kirnitzschtal;-;-;-
14628205;Klingenberg;3;0,6;1
14628210;Königstein/Sächs. Schw., Stadt;0;0,0;0
14628220;Kreischa;1;0,2;0
14628230;Liebstadt, Stadt;1;0,1;0
14628240;Lohmen;2;1,5;0
14628250;Müglitztal;0;0,0;0
14628260;Neustadt i. Sa., Stadt;6;3,1;8
14628270;Pirna, Stadt;9;23,8;7
14628280;Porschdorf;-;-;-
14628290;Pretzschendorf;-;-;-
14628300;Rabenau, Stadt;1;0,3;0
14628310;Rathen, Kurort;0;0,0;0
14628320;Rathmannsdorf;0;0,0;0
14628330;Reinhardtsdorf-Schöna;1;0,1;0
14628340;Rosenthal-Bielatal;1;0,1;0
14628350;Schmiedeberg;-;-;-
14628360;Sebnitz, Stadt;2;1,2;0
14628370;Stadt Wehlen, Stadt;0;0,0;0
14628380;Stolpen, Stadt;0;0,0;0
14628390;Struppen;1;0,1;0
14628400;Tharandt, Stadt;0;0,0;0
14628410;Wilsdruff, Stadt;14;5,9;0
14713000;Leipzig, Stadt;58;130,6;8
14729010;Bad Lausick, Stadt;8;5,9;0
14729020;Belgershain;1;0,4;0
14729030;Bennewitz;1;0,0;0
14729040;Böhlen, Stadt;1;0,7;0
14729050;Borna, Stadt;8;12,9;1
14729060;Borsdorf;2;0,5;0
14729070;Brandis, Stadt;5;2,6;0
14729080;Colditz, Stadt;4;1,2;0
14729090;Deutzen;-;-;-
14729100;Elstertrebnitz;0;0,0;0
14729110;Espenhain;-;-;-
14729120;Eulatal;-;-;-
14729130;Falkenhain;-;-;-
14729140;Frohburg, Stadt;4;0,8;3
14729150;Geithain, Stadt;5;10,5;2
14729160;Grimma, Stadt;18;9,8;1
14729170;Groitzsch, Stadt;7;8,8;0
14729180;Großbothen;-;-;-
14729190;Großpösna;1;0,1;0
14729200;Hohburg;-;-;-
14729210;Kitzen;-;-;-
14729220;Kitzscher, Stadt;1;0,1;0
14729230;Kohren-Sahlis, Stadt;4;9,1;0
14729245;Lossatal;2;1,9;0
14729250;Machern;3;0,2;0
14729260;Markkleeberg, Stadt;7;5,3;1
14729270;Markranstädt, Stadt;5;1,3;1
14729280;Mutzschen, Stadt;-;-;-
14729290;Narsdorf;3;0,6;0
14729300;Naunhof, Stadt;1;1,3;0
14729310;Nerchau, Stadt;-;-;-
14729320;Neukieritzsch;16;6,1;0
14729330;Otterwisch;0;0,0;0
14729340;Parthenstein;1;0,2;0
14729350;Pegau, Stadt;3;1,5;0
14729360;Regis-Breitingen, Stadt;1;0,9;0
14729370;Rötha, Stadt;2;1,1;0
14729380;Thallwitz;0;0,0;0
14729390;Thümmlitzwalde;-;-;-
14729400;Trebsen/Mulde, Stadt;2;2,0;0
14729410;Wurzen, Stadt;3;5,0;0
14729420;Zschadraß;-;-;-
14729430;Zwenkau, Stadt;4;2,9;11
14730010;Arzberg;0;0,0;0
14730020;Bad Düben, Stadt;1;0,0;0
14730030;Beilrode;4;0,4;0
14730040;Belgern, Stadt;-;-;-
14730045;Belgern-Schildau, Stadt;11;1,9;0
14730050;Cavertitz;1;0,1;0
14730060;Dahlen, Stadt;1;0,1;0
14730070;Delitzsch, Stadt;7;2,1;0
14730080;Doberschütz;4;1,2;0
14730090;Dommitzsch, Stadt;0;0,0;0
14730100;Dreiheide;3;0,7;0
14730110;Eilenburg, Stadt;2;2,4;0
14730120;Elsnig;1;0,1;0
14730130;Großtreben-Zwethau;-;-;-
14730140;Jesewitz;3;1,7;0
14730150;Krostitz;2;0,3;0
14730160;Laußig;3;0,4;0
14730170;Liebschützberg;1;0,1;0
14730180;Löbnitz;1;0,1;0
14730190;Mockrehna;6;1,4;0
14730200;Mügeln, Stadt;5;1,9;0
14730210;Naundorf;0;0,0;0
14730220;Neukyhna;-;-;-
14730230;Oschatz, Stadt;6;2,5;0
14730240;Pflückuff;-;-;-
14730250;Rackwitz;2;0,5;0
14730260;Schildau, Gneisenaustadt, Stadt;-;-;-
14730270;Schkeuditz, Stadt;6;2,2;0
14730280;Schönwölkau;0;0,0;0
14730290;Sornzig-Ablaß;-;-;-
14730300;Taucha, Stadt;3;1,2;0
14730310;Torgau, Stadt;13;4,1;0
14730320;Trossin;0;0,0;0
14730330;Wermsdorf;3;9,1;0
14730340;Wiedemar;4;13,4;0
14730350;Zinna;-;-;-
14730360;Zschepplin;4;0,6;0
14730370;Zwochau;-;-;-
15001000;Dessau-Roßlau, Stadt;14;12,3;0
15002000;Halle (Saale), Stadt;25;32,5;2
15003000;Magdeburg, Landeshauptstadt;31;27,0;0
15081005;Ahlum;-;-;-
15081010;Algenstedt;-;-;-
15081015;Altensalzwedel;-;-;-
15081020;Altmersleben;-;-;-
15081025;Apenburg;-;-;-
15081026;Apenburg-Winterfeld, Flecken;0;0,0;0
15081030;Arendsee (Altmark), Stadt;1;0,2;0
15081035;Badel;-;-;-
15081040;Bandau;-;-;-
15081045;Beetzendorf;1;0,3;0
15081050;Benkendorf;-;-;-
15081055;Berge b. Gardelegen;-;-;-
15081060;Bierstedt;-;-;-
15081065;Binde;-;-;-
15081070;Bonese;-;-;-
15081075;Bornsen;-;-;-
15081080;Breitenfeld;-;-;-
15081085;Brunau;-;-;-
15081090;Chüden;-;-;-
15081095;Dähre;0;0,0;0
15081100;Dannefeld;-;-;-
15081105;Diesdorf, Flecken;2;0,3;0
15081110;Dönitz;-;-;-
15081115;Ellenberg, Altmark;-;-;-
15081120;Engersen;-;-;-
15081125;Estedt;-;-;-
15081130;Fleetmark;-;-;-
15081135;Gardelegen, Hansestadt;161;42,2;0
15081140;Gieseritz;-;-;-
15081145;Güssefeld;-;-;-
15081150;Hanum;-;-;-
15081155;Hemstedt;-;-;-
15081160;Henningen;-;-;-
15081165;Hohentramm;-;-;-
15081170;Hottendorf;-;-;-
15081175;Höwisch;-;-;-
15081180;Immekath;-;-;-
15081185;Jahrstedt;-;-;-
