GENESIS-Tabelle: 31111-02-02-5-B
Baugenehmigungen: Errichtung neuer Nichtwohngebäude;;;;
- Jahressumme - regionale Ebenen;;;;
Statistik der Baugenehmigungen;;;;
Nichtwohngebäude;;;;
2015;;;;
;;Nichtwohngebäude;Nutzfläche;Wohnungen
;;Anzahl;1000 qm;Anzahl
05154004;Bedburg-Hau;3;4,0;-
05154008;Emmerich am Rhein;11;12,3;-
05154012;Geldern;19;24,6;3
05154016;Goch;10;6,1;1
05154020;Issum;-;-;-
05154024;Kalkar;1;6,8;-
05154028;Kerken;2;0,2;-
05154032;Kevelaer;8;22,1;-
05154036;Kleve, Niederrhein;19;19,9;1
05154040;Kranenburg, Niederrhein;2;0,8;-
05154044;Rees;1;0,2;-
05154048;Rheurdt;4;2,2;-
05154052;Straelen;17;36,2;-
05154056;Uedem;1;1,2;-
05154060;Wachtendonk;6;12,0;-
05154064;Weeze;3;1,6;2
05158004;Erkrath;3;3,0;-
05158008;Haan;6;36,8;-
05158012;Heiligenhaus;2;2,5;-
05158016;Hilden;10;12,1;1
05158020;Langenfeld (Rhld.);7;12,2;-
05158024;Mettmann;6;8,0;-
05158026;Monheim am Rhein;7;17,3;-
05158028;Ratingen;6;4,9;21
05158032;Velbert;13;8,7;-
05158036;Wülfrath;1;0,4;-
05162004;Dormagen;11;6,1;-
05162008;Grevenbroich;1;0,3;-
05162012;Jüchen;3;68,5;-
05162016;Kaarst;6;9,5;-
05162020;Korschenbroich;10;14,0;-
05162022;Meerbusch;3;2,0;1
05162024;Neuss;24;29,7;-
05162028;Rommerskirchen;7;6,0;-
05166004;Brüggen, Niederrhein;7;7,9;-
05166008;Grefrath;1;2,5;-
05166012;Kempen;10;7,0;1
05166016;Nettetal;3;1,4;1
05166020;Niederkrüchten;4;6,9;-
05166024;Schwalmtal, Niederrhein;3;1,8;-
05166028;Tönisvorst;3;1,9;-
05166032;Viersen;17;15,9;15
05166036;Willich;8;17,9;1
05170004;Alpen;4;12,6;-
05170008;Dinslaken;15;17,6;-
05170012;Hamminkeln;20;14,0;2
05170016;Hünxe;8;4,2;-
05170020;Kamp-Lintfort;5;9,4;-
05170024;Moers;6;3,1;-
05170028;Neukirchen-Vluyn;4;2,8;-
05170032;Rheinberg;9;6,2;-
05170036;Schermbeck;5;2,4;-
05170040;Sonsbeck;6;5,6;-
05170044;Voerde (Niederrhein);4;4,0;-
05170048;Wesel;25;14,2;2
05170052;Xanten;8;6,1;1
05313000;Aachen, Stadt (alt);-;-;-
05314000;Bonn, krsfr. Stadt;26;46,1;6
05315000;Köln, krsfr. Stadt;14;43,8;37
05316000;Leverkusen, krsfr. Stadt;12;13,0;57
05334002;Aachen, krfr. Stadt;37;79,3;23
05334004;Alsdorf, Stadt (ab 21.10.2009);5;3,0;-
05334008;Baesweiler, Stadt (ab 21.10.2009);3;2,4;1
05334012;Eschweiler, Stadt (ab 21.10.2009);11;8,8;-
05334016;Herzogenrath, Stadt (ab 21.10.2009);7;11,1;-
05334020;Monschau, Stadt (ab 21.10.2009);5;1,7;-
05334024;Roetgen (ab 21.10.2009);1;0,4;-
05334028;Simmerath (ab 21.10.2009);5;3,8;-
05334032;Stolberg (Rhld.), Stadt (ab 21.10.2009);9;4,9;2
05334036;Würselen, Stadt (ab 21.10.2009);-;-;-
05354004;Alsdorf, Stadt;-;-;-
05354008;Baesweiler, Stadt;-;-;-
05354012;Eschweiler, Stadt;-;-;-
05354016;Herzogenrath, Stadt;-;-;-
05354020;Monschau, Stadt;-;-;-
05354024;Roetgen;-;-;-
05354028;Simmerath;-;-;-
05354032;Stolberg (Rhld.), Stadt;-;-;-
05354036;Würselen, Stadt;-;-;-
05358004;Aldenhoven;4;1,7;1
05358008;Düren;19;40,8;1
05358012;Heimbach, Eifel;1;0,2;-
05358016;Hürtgenwald;1;1,3;-
05358020;Inden;-;-;-
05358024;Jülich;12;7,5;-
05358028;Kreuzau;2;4,7;-
05358032;Langerwehe;1;1,0;-
05358036;Linnich;5;7,8;-
05358040;Merzenich;-;-;-
05358044;Nideggen;3;0,8;1
05358048;Niederzier;-;-;-
05358052;Nörvenich;3;7,3;-
05358056;Titz;2;2,1;-
05358060;Vettweiß;3;2,5;-
05362004;Bedburg;7;106,7;-
05362008;Bergheim, Erft;14;54,1;3
05362012;Brühl, Rheinl;4;5,0;1
05362016;Elsdorf, Stadt;17;9,6;-
05362020;Erftstadt;10;4,9;2
05362024;Frechen;11;17,9;-
05362028;Hürth;13;22,1;2
05362032;Kerpen;19;13,4;1
05362036;Pulheim;1;0,4;-
05362040;Wesseling;11;11,4;-
05366004;Bad Münstereifel;8;5,2;-
05366008;Blankenheim, Ahr;4;0,9;-
05366012;Dahlem, b Kall;1;0,1;-
05366016;Euskirchen;16;51,4;-
05366020;Hellenthal;4;1,2;-
05366024;Kall;-;-;-
05366028;Mechernich;7;9,4;1
05366032;Nettersheim;8;2,6;-
05366036;Schleiden;1;0,1;-
05366040;Weilerswist;6;6,9;-
05366044;Zülpich;2;0,5;-
05370004;Erkelenz;22;17,2;-
05370008;Gangelt;7;3,7;-
05370012;Geilenkirchen;8;8,1;-
05370016;Heinsberg (Rhld.);11;9,0;-
05370020;Hückelhoven;19;138,2;39
05370024;Selfkant;9;8,9;-
05370028;Übach-Palenberg;5;42,1;-
05370032;Waldfeucht;7;2,4;-
05370036;Wassenberg;4;1,7;-
05370040;Wegberg;3;4,1;-
05374004;Bergneustadt;3;0,5;1
05374008;Engelskirchen;1;1,6;-
05374012;Gummersbach;10;10,8;2
05374016;Hückeswagen;4;6,6;10
05374020;Lindlar;15;14,0;11
05374024;Marienheide;4;3,4;-
05374028;Morsbach;2;0,7;12
05374032;Nümbrecht;5;1,8;-
05374036;Radevormwald;7;6,0;-
05374040;Reichshof;10;6,0;1
05374044;Waldbröl;8;5,5;8
05374048;Wiehl;6;12,1;-
05374052;Wipperfürth;13;8,8;1
05378004;Bergisch Gladbach;13;15,0;1
05378008;Burscheid, Rheinl;4;1,6;1
05378012;Kürten;1;0,6;-
05378016;Leichlingen (Rhld.);-;-;-
05378020;Odenthal;-;-;-
05378024;Overath;5;2,4;-
05378028;Rösrath;1;0,6;-
05378032;Wermelskirchen;7;8,4;-
05382004;Alfter;12;5,6;2
05382008;Bad Honnef;5;3,5;2
05382012;Bornheim, Rheinl;13;19,7;-
05382016;Eitorf;4;1,5;1
05382020;Hennef (Sieg);3;3,6;1
05382024;Königswinter;5;1,9;1
05382028;Lohmar;3;3,3;1
05382032;Meckenheim, Rheinl;10;12,0;5
05382036;Much;13;10,0;-
05382040;Neunkirchen-Seelscheid;5;5,9;-
05382044;Niederkassel;6;4,9;5
05382048;Rheinbach;11;13,7;2
05382052;Ruppichteroth;2;5,9;-
05382056;Sankt Augustin;13;78,8;1
05382060;Siegburg;5;4,4;1
05382064;Swisttal;11;6,9;1
05382068;Troisdorf;20;23,0;1
05382072;Wachtberg;5;2,1;-
05382076;Windeck;4;1,8;-
05512000;Bottrop, krsfr. Stadt;17;10,8;1
05513000;Gelsenkirchen, krsfr. Stadt;17;21,8;1
05515000;Münster, krsfr. Stadt;63;110,7;13
05554004;Ahaus;43;54,3;9
05554008;Bocholt;15;14,2;1
05554012;Borken;23;69,4;-
05554016;Gescher;10;16,3;-
05554020;Gronau (Westf.);11;9,4;-
05554024;Heek;13;13,8;-
05554028;Heiden;9;2,9;-
05554032;Isselburg;4;2,2;-
05554036;Legden;6;11,5;-
05554040;Raesfeld;9;5,6;-
05554044;Reken;14;7,3;3
05554048;Rhede;-;-;-
05554052;Schöppingen;9;8,4;-
05554056;Stadtlohn;17;17,7;-
05554060;Südlohn;8;5,3;-
05554064;Velen, Stadt;14;12,1;2
05554068;Vreden;23;25,6;-
05558004;Ascheberg;11;10,9;-
05558008;Billerbeck;11;8,1;-
05558012;Coesfeld;12;13,7;-
05558016;Dülmen;15;13,5;1
05558020;Havixbeck;1;0,2;-
05558024;Lüdinghausen;10;9,4;1
05558028;Nordkirchen;5;3,0;-
05558032;Nottuln;11;12,6;-
05558036;Olfen;5;4,8;2
05558040;Rosendahl;16;18,9;-
05558044;Senden, Westf;19;8,7;5
05562004;Castrop-Rauxel;15;12,1;1
05562008;Datteln;5;4,4;-
05562012;Dorsten;25;17,2;1
05562014;Gladbeck;10;9,0;-
05562016;Haltern am See;16;12,4;2
05562020;Herten;4;3,0;1
05562024;Marl, Westf;4;4,8;1
05562028;Oer-Erkenschwick;1;1,2;-
05562032;Recklinghausen;4;5,2;-
05562036;Waltrop;6;3,1;-
05566004;Altenberge;13;9,6;-
05566008;Emsdetten;19;17,2;1
05566012;Greven, Westf;19;61,2;1
05566016;Hörstel;21;34,0;4
05566020;Hopsten;10;4,6;-
05566024;Horstmar;7;4,9;-
05566028;Ibbenbüren;10;11,8;-
05566032;Ladbergen;16;11,9;1
05566036;Laer;7;3,9;-
05566040;Lengerich, Westf;21;16,6;1
05566044;Lienen;3;0,9;-
05566048;Lotte;9;9,3;-
05566052;Metelen;10;4,9;-
05566056;Mettingen;9;5,5;-
05566060;Neuenkirchen, Kr Steinfurt;11;6,1;-
05566064;Nordwalde;7;2,6;-
05566068;Ochtrup;22;8,2;-
05566072;Recke;4;1,9;-
05566076;Rheine;19;38,0;1
05566080;Saerbeck;13;7,1;-
05566084;Steinfurt;13;9,2;11
05566088;Tecklenburg;3;1,1;-
05566092;Westerkappeln;11;9,0;-
05566096;Wettringen, Kr Steinfurt;14;6,9;-
05570004;Ahlen;12;15,4;-
05570008;Beckum;14;11,6;-
05570012;Beelen;2;0,4;-
05570016;Drensteinfurt;4;1,8;-
05570020;Ennigerloh;13;22,6;-
05570024;Everswinkel;5;2,7;-
05570028;Oelde;11;11,2;-
05570032;Ostbevern;11;6,6;-
05570036;Sassenberg;12;7,5;-
05570040;Sendenhorst;7;3,3;1
05570044;Telgte;16;22,9;-
05570048;Wadersloh;8;5,7;-
05570052;Warendorf;12;18,1;-
05711000;Bielefeld, krsfr. Stadt;45;89,4;13
05754004;Borgholzhausen;4;1,6;-
05754008;Gütersloh;24;43,2;13
05754012;Halle (Westf.);20;47,9;-
05754016;Harsewinkel;21;42,2;-
05754020;Herzebrock-Clarholz;14;16,7;-
05754024;Langenberg;5;4,6;-
05754028;Rheda-Wiedenbrück;15;30,6;1
05754032;Rietberg;13;6,6;1
05754036;Schloß Holte-Stukenbrock;12;10,8;-
05754040;Steinhagen, Westf;6;4,8;-
05754044;Verl, Stadt;17;10,4;28
05754048;Versmold;12;10,7;-
05754052;Werther (Westf.);2;1,3;-
05758004;Bünde;14;8,9;-
05758008;Enger;4;4,5;-
05758012;Herford;9;22,3;-
05758016;Hiddenhausen;4;8,8;-
05758020;Kirchlengern;4;2,2;-
05758024;Löhne;1;18,8;-
05758028;Rödinghausen;3;1,2;-
05758032;Spenge;1;2,2;-
05758036;Vlotho;1;1,0;-
05762004;Bad Driburg;-;-;-
05762008;Beverungen;5;1,7;1
05762012;Borgentreich;10;5,3;-
05762016;Brakel;13;19,3;-
05762020;Höxter;3;6,8;-
05762024;Marienmünster;6;2,6;-
05762028;Nieheim;11;13,0;-
05762032;Steinheim;9;6,8;-
05762036;Warburg;11;7,5;-
05762040;Willebadessen;6;1,6;-
05766004;Augustdorf;-;-;-
05766008;Bad Salzuflen;15;10,5;-
05766012;Barntrup;-;-;-
05766016;Blomberg, Lippe;3;1,9;-
05766020;Detmold;5;2,4;-
05766024;Dörentrup;1;1,8;-
05766028;Extertal;8;6,2;-
05766032;Horn-Bad Meinberg;2;1,3;-
05766036;Kalletal;3;1,0;-
05766040;Lage, Lippe;10;7,4;-
05766044;Lemgo;13;18,9;2
05766048;Leopoldshöhe;5;2,7;-
05766052;Lügde;2;1,9;-
05766056;Oerlinghausen;4;1,8;-
05766060;Schieder-Schwalenberg;2;1,8;-
05766064;Schlangen;1;0,1;-
05770004;Bad Oeynhausen;4;2,4;-
05770008;Espelkamp;12;13,4;3
05770012;Hille;2;0,3;-
05770016;Hüllhorst;4;4,4;-
05770020;Lübbecke;5;2,8;-
05770024;Minden, Westf;13;20,3;-
05770028;Petershagen;7;4,9;-
05770032;Porta Westfalica;3;17,4;-
05770036;Preußisch Oldendorf;3;0,4;-
05770040;Rahden;7;6,0;1
05770044;Stemwede;5;4,9;-
05774004;Altenbeken;4;2,6;-
05774008;Bad Lippspringe;1;0,7;2
05774012;Borchen;7;3,5;-
05774016;Büren;15;20,7;-
05774020;Delbrück;15;12,2;8
05774024;Hövelhof;5;7,8;-
05774028;Lichtenau, Westf;9;8,4;-
05774032;Paderborn;28;59,6;6
05774036;Salzkotten;14;8,7;2
05774040;Bad Wünnenberg;8;10,2;-
05911000;Bochum, krsfr. Stadt;26;44,0;1
05913000;Dortmund, krsfr. Stadt;58;148,5;3
05914000;Hagen, krsfr. Stadt;22;20,4;-
05915000;Hamm, krsfr. Stadt;43;83,0;4
05916000;Herne, krsfr. Stadt;7;6,9;1
05954004;Breckerfeld;1;2,6;-
05954008;Ennepetal;9;7,3;1
05954012;Gevelsberg;4;1,7;-
05954016;Hattingen;3;2,2;-
05954020;Herdecke;5;6,2;-
05954024;Schwelm;2;4,9;-
05954028;Sprockhövel;3;9,0;-
05954032;Wetter (Ruhr);-;-;-
05954036;Witten;16;20,3;1
05958004;Arnsberg;15;11,8;3
05958008;Bestwig;3;1,2;-
05958012;Brilon;7;5,6;-
05958016;Eslohe (Sauerland);8;9,9;-
05958020;Hallenberg;2;0,6;-
05958024;Marsberg;5;4,1;-
05958028;Medebach;7;4,9;-
05958032;Meschede;12;9,3;1
05958036;Olsberg;4;2,6;-
05958040;Schmallenberg;11;4,8;-
05958044;Sundern (Sauerland);9;7,3;-
05958048;Winterberg;4;1,7;-
05962004;Altena;4;4,0;1
05962008;Balve;3;3,5;-
05962012;Halver;2;0,9;-
05962016;Hemer;7;3,6;-
05962020;Herscheid;4;13,9;-
05962024;Iserlohn;16;13,8;-
05962028;Kierspe;-;-;-
05962032;Lüdenscheid;8;9,6;10
05962036;Meinerzhagen;10;15,5;-
05962040;Menden (Sauerland);8;3,4;-
05962044;Nachrodt-Wiblingwerde;1;1,4;-
05962048;Neuenrade;3;0,8;-
05962052;Plettenberg;8;12,0;-
05962056;Schalksmühle;4;1,7;-
05962060;Werdohl;1;0,7;-
05966004;Attendorn;3;5,6;-
05966008;Drolshagen;4;2,0;-
05966012;Finnentrop;6;9,6;-
05966016;Kirchhundem;9;5,8;-
05966020;Lennestadt;7;11,7;1
05966024;Olpe;5;6,0;-
05966028;Wenden;7;5,8;1
05970004;Bad Berleburg;10;2,0;-
05970008;Burbach, Siegerl;7;4,4;-
05970012;Erndtebrück;5;5,3;-
05970016;Freudenberg, Westf;4;2,4;-
05970020;Hilchenbach;3;1,7;-
05970024;Kreuztal;5;7,5;-
05970028;Bad Laasphe;9;6,9;-
05970032;Netphen;3;1,2;-
05970036;Neunkirchen, Siegerl;1;0,7;-
05970040;Siegen;14;31,5;1
05970044;Wilnsdorf;2;7,3;-
05974004;Anröchte;3;2,2;-
05974008;Bad Sassendorf;3;1,7;-
05974012;Ense;1;1,4;-
05974016;Erwitte;6;4,2;-
05974020;Geseke;4;6,7;1
05974024;Lippetal;6;4,0;-
05974028;Lippstadt;15;16,5;-
05974032;Möhnesee;1;0,6;-
05974036;Rüthen;3;3,3;-
05974040;Soest;8;11,7;2
05974044;Warstein;4;2,0;-
05974048;Welver;4;2,5;1
05974052;Werl;9;3,9;-
05974056;Wickede (Ruhr);3;4,9;-
05978004;Bergkamen;6;4,4;-
05978008;Bönen;4;3,6;-
05978012;Fröndenberg/Ruhr;6;2,0;-
05978016;Holzwickede;3;5,3;-
05978020;Kamen;7;9,6;92
05978024;Lünen;26;14,4;6
05978028;Schwerte;5;2,3;-
05978032;Selm;4;0,9;-
05978036;Unna, Stadt;7;5,3;-
05978040;Werne;10;13,0;4
06411000;Darmstadt, krsfr. Stadt;27;51,0;2
06412000;Frankfurt am Main, krsfr. Stadt;80;214,5;9
06413000;Offenbach am Main, krsfr. Stadt;8;26,6;97
06414000;Wiesbaden, krsfr. Stadt;26;48,4;27
06431001;Abtsteinach;0;0,0;0
06431002;Bensheim;8;7,7;0
06431003;Biblis;0;0,0;0
06431004;Birkenau;0;0,0;0
06431005;Bürstadt;2;1,1;0
06431006;Einhausen, Hess;1;0,3;0
06431007;Fürth;9;4,3;1
06431008;Gorxheimertal;0;0,0;0
06431009;Grasellenbach;1;0,6;0
06431010;Groß-Rohrheim;1;1,9;0
06431011;Heppenheim (Bergstraße);7;5,6;1
06431012;Hirschhorn (Neckar);0;0,0;0
06431013;Lampertheim;5;2,0;0
06431014;Lautertal (Odenwald);0;0,0;0
06431015;Lindenfels;1;0,1;0
06431016;Lorsch;4;2,1;0
06431017;Mörlenbach;0;0,0;0
06431018;Neckarsteinach;0;0,0;0
06431019;Rimbach, Odenw;1;0,6;0
06431020;Viernheim;3;3,4;2
06431021;Wald-Michelbach;3;1,1;0
06431022;Zwingenberg (Bergstraße);2;0,8;0
06431200;Michelbuch, gem.fr. Geb.;0;0,0;0
06432001;Alsbach-Hähnlein;1;1,9;0
06432002;Babenhausen, Hess;6;12,0;1
06432003;Bickenbach, Bergstr;3;1,8;0
06432004;Dieburg;5;1,7;1
06432005;Eppertshausen;3;0,7;0
06432006;Erzhausen;3;1,4;0
06432007;Fischbachtal;0;0,0;0
06432008;Griesheim;4;1,3;0
06432009;Groß-Bieberau;0;0,0;0
06432010;Groß-Umstadt;3;0,9;0
06432011;Groß-Zimmern;1;0,1;0
06432012;Messel;1;0,2;0
06432013;Modautal;1;0,1;0
06432014;Mühltal;1;2,0;0
06432015;Münster b Dieburg;2;1,0;0
06432016;Ober-Ramstadt;2;1,4;1
06432017;Otzberg;1;0,4;0
06432018;Pfungstadt;3;0,5;0
06432019;Reinheim;2;0,8;0
06432020;Roßdorf b Darmstadt;4;5,8;1
06432021;Schaafheim;2;0,5;0
06432022;Seeheim-Jugenheim;2;0,3;0
06432023;Weiterstadt;4;1,4;0
06433001;Biebesheim am Rhein;2;1,0;1
06433002;Bischofsheim;1;0,5;0
06433003;Büttelborn;0;0,0;0
06433004;Gernsheim;2;0,3;0
06433005;Ginsheim-Gustavsburg;1;1,4;0
06433006;Groß-Gerau;4;3,3;0
06433007;Kelsterbach;4;12,8;0
06433008;Mörfelden-Walldorf;3;3,2;0
06433009;Nauheim;0;0,0;0
06433010;Raunheim;1;0,2;0
06433011;Riedstadt;6;8,5;0
06433012;Rüsselsheim;8;7,4;4
06433013;Stockstadt am Rhein;1;0,3;0
06433014;Trebur;5;2,6;0
06434001;Bad Homburg v.d.Höhe;8;8,9;0
06434002;Friedrichsdorf;3;8,6;0
06434003;Glashütten, Taunus;2;1,2;1
06434004;Grävenwiesbach;2;0,1;0
06434005;Königstein im Taunus;1;0,4;0
06434006;Kronberg im Taunus;3;0,7;2
06434007;Neu-Anspach;4;0,8;0
06434008;Oberursel (Taunus);14;15,4;3
06434009;Schmitten;1;0,1;0
06434010;Steinbach (Taunus);0;0,0;0
06434011;Usingen;2;0,6;0
06434012;Wehrheim;3;0,6;0
06434013;Weilrod;1;0,1;0
06435001;Bad Orb;0;0,0;0
06435002;Bad Soden-Salmünster;3;0,7;0
06435003;Biebergemünd;4;3,6;1
06435004;Birstein;8;3,8;0
06435005;Brachttal;0;0,0;0
06435006;Bruchköbel;3;4,5;0
06435007;Erlensee;1;46,5;0
06435008;Flörsbachtal;1;0,0;0
06435009;Freigericht;4;3,2;0
06435010;Gelnhausen;11;8,0;0
06435011;Großkrotzenburg;1;0,1;0
06435012;Gründau;5;7,1;0
06435013;Hammersbach;0;0,0;0
06435014;Hanau;9;21,2;0
06435015;Hasselroth;1;0,1;0
06435016;Jossgrund;2;0,6;0
06435017;Langenselbold;4;5,7;0
06435018;Linsengericht;2;1,4;0
06435019;Maintal;7;7,7;3
06435020;Neuberg;0;0,0;0
06435021;Nidderau;3;0,9;2
06435022;Niederdorfelden;0;0,0;0
06435023;Rodenbach b Hanau;1;0,5;1
06435024;Ronneburg, Hess;0;0,0;0
06435025;Schlüchtern;7;3,5;2
06435026;Schöneck;3;1,4;0
06435027;Sinntal;7;2,5;1
06435028;Steinau a.d.Straße;2;1,1;0
06435029;Wächtersbach;4;2,1;0
06435200;Gutsbezirk Spessart;0;0,0;0
06436001;Bad Soden am Taunus;1;3,8;0
06436002;Eppstein;4;2,6;0
06436003;Eschborn;3;15,6;1
06436004;Flörsheim am Main;6;46,5;15
06436005;Hattersheim am Main;3;5,0;0
06436006;Hochheim am Main;4;1,0;1
06436007;Hofheim am Taunus;2;0,7;0
06436008;Kelkheim (Taunus);4;3,1;3
06436009;Kriftel;4;2,4;0
06436010;Liederbach am Taunus;1;0,4;0
06436011;Schwalbach am Taunus;0;0,0;0
06436012;Sulzbach (Taunus);1;1,1;0
06437001;Bad König;4;0,7;0
06437002;Beerfelden;3;0,6;0
06437003;Brensbach;2;0,3;0
06437004;Breuberg;1;0,4;0
06437005;Brombachtal;2;0,6;0
06437006;Erbach;6;7,5;0
06437007;Fränkisch-Crumbach;0;0,0;0
06437008;Hesseneck;0;0,0;0
06437009;Höchst i. Odw.;1;0,1;0
06437010;Lützelbach;4;0,5;0
06437011;Michelstadt;7;1,3;1
06437012;Mossautal;0;0,0;0
06437013;Reichelsheim (Odenwald);3;0,8;0
06437014;Rothenberg;2;0,2;0
06437015;Sensbachtal;0;0,0;0
06438001;Dietzenbach;1;0,2;0
06438002;Dreieich;1;4,1;0
06438003;Egelsbach;2;1,4;1
06438004;Hainburg;2;0,3;0
06438005;Heusenstamm;0;0,0;0
06438006;Langen (Hessen);1;0,1;0
06438007;Mainhausen;1;0,1;0
06438008;Mühlheim am Main;4;2,3;1
06438009;Neu-Isenburg;4;11,5;0
06438010;Obertshausen;1;0,2;0
06438011;Rodgau;9;108,7;0
06438012;Rödermark;9;4,9;0
06438013;Seligenstadt;10;4,8;3
06439001;Aarbergen;3;0,6;0
06439002;Bad Schwalbach;1;0,8;0
06439003;Eltville am Rhein;5;3,8;5
06439004;Geisenheim;5;5,1;0
06439005;Heidenrod;2;1,6;0
06439006;Hohenstein, Untertaunus;1;0,1;0
06439007;Hünstetten;4;1,1;1
06439008;Idstein;1;1,8;0
06439009;Kiedrich;0;0,0;0
06439010;Lorch, Rheingau;1;1,4;0
06439011;Niedernhausen;3;1,7;0
06439012;Oestrich-Winkel;0;0,0;0
06439013;Rüdesheim am Rhein;1;0,1;0
06439014;Schlangenbad;1;0,1;0
06439015;Taunusstein;7;4,4;1
06439016;Waldems;0;0,0;0
06439017;Walluf;1;0,9;0
06440001;Altenstadt, Hess;1;0,9;0
06440002;Bad Nauheim;9;10,6;0
06440003;Bad Vilbel;7;9,3;0
06440004;Büdingen;3;2,5;0
06440005;Butzbach;8;3,4;0
06440006;Echzell;3;1,4;0
06440007;Florstadt;1;0,1;0
06440008;Friedberg (Hessen);6;3,1;1
06440009;Gedern;0;0,0;0
06440010;Glauburg;0;0,0;0
06440011;Hirzenhain;0;0,0;0
06440012;Karben;2;0,3;0
06440013;Kefenrod;1;0,4;0
06440014;Limeshain;0;0,0;0
06440015;Münzenberg;5;4,8;80
06440016;Nidda;3;1,5;0
06440017;Niddatal;2;0,3;1
06440018;Ober-Mörlen;4;1,0;0
06440019;Ortenberg, Hess;0;0,0;0
06440020;Ranstadt;1;0,8;0
06440021;Reichelsheim (Wetterau);3;1,0;0
06440022;Rockenberg;0;0,0;0
06440023;Rosbach v.d.Höhe;7;4,4;0
06440024;Wölfersheim;2;1,3;0
06440025;Wöllstadt;1;0,4;0
06531001;Allendorf (Lumda);0;0,0;0
06531002;Biebertal;2;0,5;0
06531003;Buseck;2;0,9;0
06531004;Fernwald;1;0,1;0
06531005;Gießen;16;17,6;33
06531006;Grünberg, Hess;5;7,3;0
06531007;Heuchelheim;5;2,7;0
06531008;Hungen;2;1,7;1
06531009;Langgöns;2;0,8;3
06531010;Laubach, Hess;6;2,0;1
06531011;Lich;7;6,4;0
06531012;Linden, Hessen;1;0,1;0
06531013;Lollar;2;0,9;0
06531014;Pohlheim;8;4,0;0
06531015;Rabenau, Hess;3;0,8;0
06531016;Reiskirchen;6;2,4;0
06531017;Staufenberg, Hess;1;0,2;1
06531018;Wettenberg;3;2,0;0
06532001;Aßlar;6;3,0;0
06532002;Bischoffen;1;0,1;0
06532003;Braunfels;2;0,6;0
06532004;Breitscheid, Hess;2;1,1;0
06532005;Dietzhölztal;1;0,1;0
06532006;Dillenburg;8;11,0;0
06532007;Driedorf;3;0,7;0
06532008;Ehringshausen;3;0,9;0
06532009;Eschenburg;8;4,1;1
06532010;Greifenstein;4;0,9;1
06532011;Haiger;12;13,7;0
06532012;Herborn, Hess;10;6,5;5
06532013;Hohenahr;4;2,8;0
06532014;Hüttenberg;6;4,7;0
06532015;Lahnau;2;0,6;2
06532016;Leun;1;0,1;0
06532017;Mittenaar;1;0,1;0
06532018;Schöffengrund;1;0,4;0
06532019;Siegbach;0;0,0;0
06532020;Sinn;2;2,6;0
06532021;Solms;2;3,0;0
06532022;Waldsolms;2;0,5;0
06532023;Wetzlar;5;2,8;0
06533001;Beselich;1;3,9;0
06533002;Brechen;0;0,0;0
06533003;Bad Camberg;2;0,6;0
06533004;Dornburg, Westerw;1;2,8;0
06533005;Elbtal;0;0,0;0
06533006;Elz;6;1,8;0
06533007;Hadamar;3;9,1;0
06533008;Hünfelden;4;3,9;0
06533009;Limburg a.d.Lahn;8;6,0;0
06533010;Löhnberg;2;2,5;0
06533011;Mengerskirchen;1;0,3;0
06533012;Merenberg;1;0,1;0
06533013;Runkel;6;2,2;0
06533014;Selters (Taunus);0;0,0;0
06533015;Villmar;2;2,8;1
06533016;Waldbrunn (Westerwald);1;0,1;0
06533017;Weilburg;3;0,9;0
06533018;Weilmünster;3;1,8;0
06533019;Weinbach;2;1,3;0
06534001;Amöneburg;4;1,3;0
06534002;Angelburg;1;0,1;0
06534003;Bad Endbach;1;4,8;0
06534004;Biedenkopf;3;1,0;0
06534005;Breidenbach;4;0,8;0
06534006;Cölbe;2;2,3;0
06534007;Dautphetal;0;0,0;0
06534008;Ebsdorfergrund;3;0,8;0
06534009;Fronhausen;1;0,1;0
06534010;Gladenbach;3;0,7;0
06534011;Kirchhain;2;1,4;0
06534012;Lahntal;2;0,3;0
06534013;Lohra;1;0,8;0
06534014;Marburg;6;19,3;0
06534015;Münchhausen am Christenberg;1;0,1;0
06534016;Neustadt (Hessen);1;0,3;0
06534017;Rauschenberg;0;0,0;0
06534018;Stadtallendorf;5;1,5;0
06534019;Steffenberg;1;0,2;0
06534020;Weimar (Lahn);1;0,3;0
06534021;Wetter (Hessen);4;1,4;0
06534022;Wohratal;1;0,1;0
06535001;Alsfeld;3;0,5;0
06535002;Antrifttal;2;0,2;0
06535003;Feldatal;4;1,9;0
06535004;Freiensteinau;1;0,4;0
06535005;Gemünden (Felda);1;0,5;0
06535006;Grebenau;0;0,0;0
06535007;Grebenhain;0;0,0;0
06535008;Herbstein;3;3,4;0
06535009;Homberg (Ohm);2;2,1;0
06535010;Kirtorf;0;0,0;0
06535011;Lauterbach (Hess.);5;2,5;0
06535012;Lautertal (Vogelsberg);1;0,3;0
06535013;Mücke;4;0,7;0
06535014;Romrod;2;0,8;0
06535015;Schlitz;2;0,9;0
06535016;Schotten;3;1,8;0
06535017;Schwalmtal, Hess;0;0,0;0
06535018;Ulrichstein;2;1,1;0
06535019;Wartenberg, Hess;1;0,2;0
06611000;Kassel, krsfr. Stadt;25;35,4;0
06631001;Bad Salzschlirf;0;0,0;0
06631002;Burghaun;7;3,0;0
06631003;Dipperz;4;4,0;0
06631004;Ebersburg;1;0,1;0
06631005;Ehrenberg (Rhön);3;0,8;0
