GENESIS-Tabelle: 71517-01-03-5-B
Bruttoeinnahmen der Gemeinden - Jahressumme -;;;;;;;;;;
regionale Ebenen;;;;;;;;;;
Vierteljährliche Kassenergebnisse, Sektor Kommunen;;;;;;;;;;
2014;;;;;;;;;;
;;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden;Bruttoeinnahmen der Gemeinden
;;;Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen d.Verwaltungshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden);Bruttoeinnahmen des Vermögenshaushalts (Gemeinden)
;;;Einnahmen des Verwaltungshaushalts, insgesamt;Steuern und steuerähnliche Einnahmen;allgem. Zuweisung,Umlagen v.Bund,Land,Gemeinden/GV;Gebühren und zweckgebundene Abgaben;Einnahmen des Vermögenshaushalts, insgesamt;Beiträge und ähnliche Entgelte;Zuweisungen, Zuschüsse f.Investitionsförderungen..;Kredite und innere Darlehen
;;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR;EUR
13073049;Lietzow;.;.;.;.;.;.;.;.;.
13073050;Lindholz;.;.;.;.;.;.;.;.;.
13073051;Löbnitz;.;.;.;.;.;.;.;.;.
13073052;Lohme;.;.;.;.;.;.;.;.;.
13073053;Lüdershagen;.;.;.;.;.;.;.;.;.
13073054;Lüssow;.;.;.;.;.;.;.;.;.
13073055;Marlow, Stadt;.;.;.;.;.;.;.;.;.
13073056;Middelhagen;.;.;.;.;.;.;.;.;.
13073057;Millienhagen-Oebelitz;.;.;.;.;.;.;.;.;.
13073058;Neu Bartelshagen;.;.;.;.;.;.;.;.;.
13073059;Neuenkirchen;.;.;.;.;.;.;.;.;.
13073060;Niepars;.;.;.;.;.;.;.;.;.
13073061;Pantelitz;.;.;.;.;.;.;.;.;.
13073062;Papenhagen;.;.;.;.;.;.;.;.;.
13073063;Parchtitz;.;.;.;.;.;.;.;.;.
13073064;Patzig;.;.;.;.;.;.;.;.;.
13073065;Poseritz;.;.;.;.;.;.;.;.;.
13073066;Preetz;.;.;.;.;.;.;.;.;.
13073067;Prerow;.;.;.;.;.;.;.;.;.
13073068;Prohn;.;.;.;.;.;.;.;.;.
13073069;Pruchten;.;.;.;.;.;.;.;.;.
13073070;Putbus, Stadt;.;.;.;.;.;.;.;.;.
13073071;Putgarten;.;.;.;.;.;.;.;.;.
13073072;Ralswiek;.;.;.;.;.;.;.;.;.
13073073;Rambin;.;.;.;.;.;.;.;.;.
13073074;Rappin;.;.;.;.;.;.;.;.;.
13073075;Ribnitz-Damgarten, Stadt;.;.;.;.;.;.;.;.;.
13073076;Richtenberg, Stadt;.;.;.;.;.;.;.;.;.
13073077;Saal;.;.;.;.;.;.;.;.;.
13073078;Sagard;.;.;.;.;.;.;.;.;.
13073079;Samtens;.;.;.;.;.;.;.;.;.
13073080;Sassnitz, Stadt;.;.;.;.;.;.;.;.;.
13073081;Schaprode;.;.;.;.;.;.;.;.;.
13073082;Schlemmin;.;.;.;.;.;.;.;.;.
13073083;Sehlen;.;.;.;.;.;.;.;.;.
13073084;Sellin;.;.;.;.;.;.;.;.;.
13073085;Semlow;.;.;.;.;.;.;.;.;.
13073086;Splietsdorf;.;.;.;.;.;.;.;.;.
13073087;Steinhagen;.;.;.;.;.;.;.;.;.
13073088;Stralsund, Hansestadt;.;.;.;.;.;.;.;.;.
13073089;Süderholz;.;.;.;.;.;.;.;.;.
13073090;Sundhagen;.;.;.;.;.;.;.;.;.
13073091;Thiessow;.;.;.;.;.;.;.;.;.
13073092;Trent;.;.;.;.;.;.;.;.;.
13073093;Tribsees, Stadt;.;.;.;.;.;.;.;.;.
13073094;Trinwillershagen;.;.;.;.;.;.;.;.;.
13073095;Ummanz;.;.;.;.;.;.;.;.;.
13073096;Velgast;.;.;.;.;.;.;.;.;.
13073097;Weitenhagen;.;.;.;.;.;.;.;.;.
13073098;Wendisch Baggendorf;.;.;.;.;.;.;.;.;.
13073099;Wendorf;.;.;.;.;.;.;.;.;.
13073100;Wieck a. Darß;.;.;.;.;.;.;.;.;.
13073101;Wiek;.;.;.;.;.;.;.;.;.
13073102;Wittenhagen;.;.;.;.;.;.;.;.;.
13073103;Wustrow;.;.;.;.;.;.;.;.;.
13073104;Zarrendorf;.;.;.;.;.;.;.;.;.
13073105;Zingst;.;.;.;.;.;.;.;.;.
13073106;Zirkow;.;.;.;.;.;.;.;.;.
13074001;Alt Meteln;.;.;.;.;.;.;.;.;.
13074002;Bad Kleinen;.;.;.;.;.;.;.;.;.
13074003;Barnekow;.;.;.;.;.;.;.;.;.
13074004;Benz;.;.;.;.;.;.;.;.;.
13074005;Bernstorf;.;.;.;.;.;.;.;.;.
13074006;Bibow;.;.;.;.;.;.;.;.;.
13074007;Blowatz;.;.;.;.;.;.;.;.;.
13074008;Bobitz;.;.;.;.;.;.;.;.;.
13074009;Boiensdorf;.;.;.;.;.;.;.;.;.
13074010;Boltenhagen;.;.;.;.;.;.;.;.;.
13074011;Börzow;-;-;-;-;-;-;-;-;-
13074012;Brüsewitz;.;.;.;.;.;.;.;.;.
13074013;Carlow;.;.;.;.;.;.;.;.;.
13074014;Cramonshagen;.;.;.;.;.;.;.;.;.
13074015;Dalberg-Wendelstorf;.;.;.;.;.;.;.;.;.
13074016;Damshagen;.;.;.;.;.;.;.;.;.
13074017;Dassow, Stadt;.;.;.;.;.;.;.;.;.
13074018;Dechow;.;.;.;.;.;.;.;.;.
13074019;Dorf Mecklenburg;.;.;.;.;.;.;.;.;.
13074020;Dragun;.;.;.;.;.;.;.;.;.
13074021;Gadebusch, Stadt;.;.;.;.;.;.;.;.;.
13074022;Gägelow;.;.;.;.;.;.;.;.;.
13074023;Glasin;.;.;.;.;.;.;.;.;.
13074024;Gottesgabe;.;.;.;.;.;.;.;.;.
13074025;Grambow;.;.;.;.;.;.;.;.;.
13074026;Grevesmühlen, Stadt;.;.;.;.;.;.;.;.;.
13074027;Grieben;.;.;.;.;.;.;.;.;.
13074028;Groß Molzahn;.;.;.;.;.;.;.;.;.
13074029;Groß Siemz;.;.;.;.;.;.;.;.;.
13074030;Groß Stieten;.;.;.;.;.;.;.;.;.
13074031;Hohen Viecheln;.;.;.;.;.;.;.;.;.
13074032;Hohenkirchen;.;.;.;.;.;.;.;.;.
13074033;Holdorf;.;.;.;.;.;.;.;.;.
13074034;Hornstorf;.;.;.;.;.;.;.;.;.
13074035;Insel Poel;.;.;.;.;.;.;.;.;.
13074036;Jesendorf;.;.;.;.;.;.;.;.;.
13074037;Kalkhorst;.;.;.;.;.;.;.;.;.
13074038;Klein Trebbow;.;.;.;.;.;.;.;.;.
13074039;Klütz, Stadt;.;.;.;.;.;.;.;.;.
13074040;Kneese;.;.;.;.;.;.;.;.;.
13074042;Königsfeld;.;.;.;.;.;.;.;.;.
13074043;Krembz;.;.;.;.;.;.;.;.;.
13074044;Krusenhagen;.;.;.;.;.;.;.;.;.
13074045;Lockwisch;.;.;.;.;.;.;.;.;.
13074046;Lübberstorf;.;.;.;.;.;.;.;.;.
13074047;Lübow;.;.;.;.;.;.;.;.;.
13074048;Lübstorf;.;.;.;.;.;.;.;.;.
13074049;Lüdersdorf;.;.;.;.;.;.;.;.;.
13074050;Lützow;.;.;.;.;.;.;.;.;.
13074051;Mallentin;-;-;-;-;-;-;-;-;-
13074052;Menzendorf;.;.;.;.;.;.;.;.;.
13074053;Metelsdorf;.;.;.;.;.;.;.;.;.
13074054;Mühlen Eichsen;.;.;.;.;.;.;.;.;.
13074055;Nesow;-;-;-;-;-;-;-;-;-
13074056;Neuburg;.;.;.;.;.;.;.;.;.
13074057;Neukloster, Stadt;.;.;.;.;.;.;.;.;.
13074058;Niendorf;.;.;.;.;.;.;.;.;.
13074059;Papenhusen;-;-;-;-;-;-;-;-;-
13074060;Passee;.;.;.;.;.;.;.;.;.
13074061;Perlin;.;.;.;.;.;.;.;.;.
13074062;Pingelshagen;.;.;.;.;.;.;.;.;.
13074063;Plüschow;.;.;.;.;.;.;.;.;.
13074064;Pokrent;.;.;.;.;.;.;.;.;.
13074065;Rehna, Stadt;.;.;.;.;.;.;.;.;.
13074066;Rieps;.;.;.;.;.;.;.;.;.
13074067;Roduchelstorf;.;.;.;.;.;.;.;.;.
13074068;Roggendorf;.;.;.;.;.;.;.;.;.
13074069;Roggenstorf;.;.;.;.;.;.;.;.;.
13074070;Rögnitz;.;.;.;.;.;.;.;.;.
13074071;Rüting;.;.;.;.;.;.;.;.;.
13074072;Schildetal;.;.;.;.;.;.;.;.;.
13074073;Schlagsdorf;.;.;.;.;.;.;.;.;.
13074074;Schönberg, Stadt;.;.;.;.;.;.;.;.;.
13074075;Seehof;.;.;.;.;.;.;.;.;.
13074076;Selmsdorf;.;.;.;.;.;.;.;.;.
13074077;Testorf-Steinfort;.;.;.;.;.;.;.;.;.
13074078;Thandorf;.;.;.;.;.;.;.;.;.
13074079;Upahl;.;.;.;.;.;.;.;.;.
13074080;Utecht;.;.;.;.;.;.;.;.;.
13074081;Veelböken;.;.;.;.;.;.;.;.;.
13074082;Ventschow;.;.;.;.;.;.;.;.;.
13074083;Vitense;-;-;-;-;-;-;-;-;-
13074084;Warin, Stadt;.;.;.;.;.;.;.;.;.
13074085;Warnow;.;.;.;.;.;.;.;.;.
13074087;Wismar, Hansestadt;.;.;.;.;.;.;.;.;.
13074088;Zickhusen;.;.;.;.;.;.;.;.;.
13074089;Zierow;.;.;.;.;.;.;.;.;.
13074090;Zurow;.;.;.;.;.;.;.;.;.
13074091;Züsow;.;.;.;.;.;.;.;.;.
13074092;Wedendorfersee;.;.;.;.;.;.;.;.;.
13074093;Stepenitztal;.;.;.;.;.;.;.;.;.
13075001;Ahlbeck;.;.;.;.;.;.;.;.;.
13075002;Alt Tellin;.;.;.;.;.;.;.;.;.
13075003;Altwarp;.;.;.;.;.;.;.;.;.
13075004;Altwigshagen;.;.;.;.;.;.;.;.;.
13075005;Anklam, Stadt;.;.;.;.;.;.;.;.;.
13075006;Bandelin;.;.;.;.;.;.;.;.;.
13075007;Bargischow;.;.;.;.;.;.;.;.;.
13075008;Behrenhoff;.;.;.;.;.;.;.;.;.
13075009;Bentzin;.;.;.;.;.;.;.;.;.
13075010;Benz;.;.;.;.;.;.;.;.;.
13075011;Bergholz;.;.;.;.;.;.;.;.;.
13075012;Blankensee;.;.;.;.;.;.;.;.;.
13075013;Blesewitz;.;.;.;.;.;.;.;.;.
13075014;Blumenhagen;-;-;-;-;-;-;-;-;-
13075015;Boldekow;.;.;.;.;.;.;.;.;.
13075016;Boock;.;.;.;.;.;.;.;.;.
13075017;Brietzig;.;.;.;.;.;.;.;.;.
13075018;Brünzow;.;.;.;.;.;.;.;.;.
13075019;Buddenhagen;-;-;-;-;-;-;-;-;-
13075020;Bugewitz;.;.;.;.;.;.;.;.;.
13075021;Buggenhagen;.;.;.;.;.;.;.;.;.
13075022;Butzow;.;.;.;.;.;.;.;.;.
13075023;Daberkow;.;.;.;.;.;.;.;.;.
13075024;Damerow;-;-;-;-;-;-;-;-;-
13075025;Dargelin;.;.;.;.;.;.;.;.;.
13075026;Dargen;.;.;.;.;.;.;.;.;.
13075027;Dersekow;.;.;.;.;.;.;.;.;.
13075028;Diedrichshagen;.;.;.;.;.;.;.;.;.
13075029;Ducherow;.;.;.;.;.;.;.;.;.
13075030;Düvier;-;-;-;-;-;-;-;-;-
13075031;Eggesin, Stadt;.;.;.;.;.;.;.;.;.
13075032;Fahrenwalde;.;.;.;.;.;.;.;.;.
13075033;Ferdinandshof;.;.;.;.;.;.;.;.;.
13075034;Garz;.;.;.;.;.;.;.;.;.
13075035;Glasow;.;.;.;.;.;.;.;.;.
13075036;Görmin;.;.;.;.;.;.;.;.;.
13075037;Grambin;.;.;.;.;.;.;.;.;.
13075038;Grambow;.;.;.;.;.;.;.;.;.
13075039;Greifswald, Hansestadt;.;.;.;.;.;.;.;.;.
13075040;Gribow;.;.;.;.;.;.;.;.;.
13075041;Groß Kiesow;.;.;.;.;.;.;.;.;.
13075042;Groß Luckow;.;.;.;.;.;.;.;.;.
13075043;Groß Polzin;.;.;.;.;.;.;.;.;.
13075044;Gützkow, Stadt;.;.;.;.;.;.;.;.;.
13075045;Hammer a. d. Uecker;.;.;.;.;.;.;.;.;.
13075046;Hanshagen;.;.;.;.;.;.;.;.;.
13075047;Heinrichsruh;-;-;-;-;-;-;-;-;-
13075048;Heinrichswalde;.;.;.;.;.;.;.;.;.
13075049;Heringsdorf;.;.;.;.;.;.;.;.;.
13075050;Hinrichshagen;.;.;.;.;.;.;.;.;.
13075051;Hintersee;.;.;.;.;.;.;.;.;.
13075052;Hohendorf;-;-;-;-;-;-;-;-;-
13075053;Iven;.;.;.;.;.;.;.;.;.
13075054;Jarmen, Stadt;.;.;.;.;.;.;.;.;.
13075055;Jatznick;.;.;.;.;.;.;.;.;.
13075056;Kamminke;.;.;.;.;.;.;.;.;.
13075057;Karlsburg;.;.;.;.;.;.;.;.;.
13075058;Karlshagen;.;.;.;.;.;.;.;.;.
13075059;Katzow;.;.;.;.;.;.;.;.;.
13075060;Kemnitz;.;.;.;.;.;.;.;.;.
13075061;Klein Bünzow;.;.;.;.;.;.;.;.;.
13075062;Klein Luckow;-;-;-;-;-;-;-;-;-
13075063;Koblentz;.;.;.;.;.;.;.;.;.
13075064;Kölzin;-;-;-;-;-;-;-;-;-
13075065;Korswandt;.;.;.;.;.;.;.;.;.
13075066;Koserow;.;.;.;.;.;.;.;.;.
13075067;Krackow;.;.;.;.;.;.;.;.;.
13075068;Krien;.;.;.;.;.;.;.;.;.
13075069;Kröslin;.;.;.;.;.;.;.;.;.
13075070;Kruckow;.;.;.;.;.;.;.;.;.
13075071;Krugsdorf;.;.;.;.;.;.;.;.;.
13075072;Krummin;.;.;.;.;.;.;.;.;.
13075073;Krusenfelde;.;.;.;.;.;.;.;.;.
13075074;Lassan, Stadt;.;.;.;.;.;.;.;.;.
13075075;Leopoldshagen;.;.;.;.;.;.;.;.;.
13075076;Levenhagen;.;.;.;.;.;.;.;.;.
13075077;Liepen;-;-;-;-;-;-;-;-;-
13075078;Liepgarten;.;.;.;.;.;.;.;.;.
13075079;Löcknitz;.;.;.;.;.;.;.;.;.
13075080;Loddin;.;.;.;.;.;.;.;.;.
13075081;Loissin;.;.;.;.;.;.;.;.;.
13075082;Loitz, Stadt;.;.;.;.;.;.;.;.;.
13075083;Lubmin;.;.;.;.;.;.;.;.;.
13075084;Lübs;.;.;.;.;.;.;.;.;.
13075085;Luckow;.;.;.;.;.;.;.;.;.
13075086;Lühmannsdorf;.;.;.;.;.;.;.;.;.
13075087;Lütow;.;.;.;.;.;.;.;.;.
13075088;Medow;.;.;.;.;.;.;.;.;.
13075089;Meiersberg;.;.;.;.;.;.;.;.;.
13075090;Mellenthin;.;.;.;.;.;.;.;.;.
13075091;Mesekenhagen;.;.;.;.;.;.;.;.;.
13075092;Mölschow;.;.;.;.;.;.;.;.;.
13075093;Mönkebude;.;.;.;.;.;.;.;.;.
13075094;Murchin;.;.;.;.;.;.;.;.;.
13075095;Nadrensee;.;.;.;.;.;.;.;.;.
13075096;Neetzow;-;-;-;-;-;-;-;-;-
13075097;Neu Boltenhagen;.;.;.;.;.;.;.;.;.
13075098;Neu Kosenow;.;.;.;.;.;.;.;.;.
13075099;Neuendorf A;-;-;-;-;-;-;-;-;-
13075100;Neuendorf B;-;-;-;-;-;-;-;-;-
13075101;Neuenkirchen;.;.;.;.;.;.;.;.;.
13075102;Neuenkirchen;.;.;.;.;.;.;.;.;.
13075103;Nieden;.;.;.;.;.;.;.;.;.
13075104;Papendorf;.;.;.;.;.;.;.;.;.
13075105;Pasewalk, Stadt;.;.;.;.;.;.;.;.;.
13075106;Peenemünde;.;.;.;.;.;.;.;.;.
13075107;Penkun, Stadt;.;.;.;.;.;.;.;.;.
13075108;Plöwen;.;.;.;.;.;.;.;.;.
13075109;Polzow;.;.;.;.;.;.;.;.;.
13075110;Postlow;.;.;.;.;.;.;.;.;.
13075111;Pudagla;.;.;.;.;.;.;.;.;.
13075112;Putzar;-;-;-;-;-;-;-;-;-
13075113;Ramin;.;.;.;.;.;.;.;.;.
13075114;Rankwitz;.;.;.;.;.;.;.;.;.
13075115;Rollwitz;.;.;.;.;.;.;.;.;.
13075116;Rossin;.;.;.;.;.;.;.;.;.
13075117;Rossow;.;.;.;.;.;.;.;.;.
13075118;Rothemühl;.;.;.;.;.;.;.;.;.
13075119;Rothenklempenow;.;.;.;.;.;.;.;.;.
13075120;Rubenow;.;.;.;.;.;.;.;.;.
13075121;Rubkow;.;.;.;.;.;.;.;.;.
13075122;Sarnow;.;.;.;.;.;.;.;.;.
13075123;Sassen-Trantow;.;.;.;.;.;.;.;.;.
13075124;Sauzin;.;.;.;.;.;.;.;.;.
13075125;Schmatzin;.;.;.;.;.;.;.;.;.
13075126;Schönwalde;.;.;.;.;.;.;.;.;.
13075127;Spantekow;.;.;.;.;.;.;.;.;.
13075128;Stolpe an der Peene;.;.;.;.;.;.;.;.;.
13075129;Stolpe auf Usedom;.;.;.;.;.;.;.;.;.
13075130;Strasburg, Stadt;.;.;.;.;.;.;.;.;.
13075131;Torgelow, Stadt;.;.;.;.;.;.;.;.;.
13075132;Torgelow-Holländerei;-;-;-;-;-;-;-;-;-
13075133;Trassenheide;.;.;.;.;.;.;.;.;.
13075134;Tutow;.;.;.;.;.;.;.;.;.
13075135;Ückeritz;.;.;.;.;.;.;.;.;.
13075136;Ueckermünde, Stadt;.;.;.;.;.;.;.;.;.
13075137;Usedom, Stadt;.;.;.;.;.;.;.;.;.
13075138;Viereck;.;.;.;.;.;.;.;.;.
13075139;Vogelsang-Warsin;.;.;.;.;.;.;.;.;.
13075140;Völschow;.;.;.;.;.;.;.;.;.
13075141;Wackerow;.;.;.;.;.;.;.;.;.
13075142;Weitenhagen;.;.;.;.;.;.;.;.;.
13075143;Wilhelmsburg;.;.;.;.;.;.;.;.;.
13075144;Wolgast, Stadt;.;.;.;.;.;.;.;.;.
13075145;Wrangelsburg;.;.;.;.;.;.;.;.;.
13075146;Wusterhusen;.;.;.;.;.;.;.;.;.
13075147;Zemitz;.;.;.;.;.;.;.;.;.
13075148;Zempin;.;.;.;.;.;.;.;.;.
13075149;Zerrenthin;.;.;.;.;.;.;.;.;.
13075150;Ziethen;.;.;.;.;.;.;.;.;.
13075151;Zinnowitz;.;.;.;.;.;.;.;.;.
13075152;Zirchow;.;.;.;.;.;.;.;.;.
13075153;Züsedom;-;-;-;-;-;-;-;-;-
13075154;Züssow;.;.;.;.;.;.;.;.;.
13075155;Neetzow-Liepen;.;.;.;.;.;.;.;.;.
13076001;Alt Krenzlin;.;.;.;.;.;.;.;.;.
13076002;Alt Zachun;.;.;.;.;.;.;.;.;.
13076003;Balow;.;.;.;.;.;.;.;.;.
13076004;Bandenitz;.;.;.;.;.;.;.;.;.
13076005;Banzkow;.;.;.;.;.;.;.;.;.
13076006;Barkhagen;.;.;.;.;.;.;.;.;.
13076007;Barnin;.;.;.;.;.;.;.;.;.
13076008;Belsch;.;.;.;.;.;.;.;.;.
13076009;Bengerstorf;.;.;.;.;.;.;.;.;.
13076010;Besitz;.;.;.;.;.;.;.;.;.
13076011;Blankenberg;.;.;.;.;.;.;.;.;.
13076012;Blievenstorf;.;.;.;.;.;.;.;.;.
13076013;Bobzin;.;.;.;.;.;.;.;.;.
13076014;Boizenburg/Elbe, Stadt;.;.;.;.;.;.;.;.;.
13076015;Borkow;.;.;.;.;.;.;.;.;.
13076016;Brahlstorf;.;.;.;.;.;.;.;.;.
13076017;Brenz;.;.;.;.;.;.;.;.;.
13076018;Bresegard bei Eldena;.;.;.;.;.;.;.;.;.
13076019;Bresegard bei Picher;.;.;.;.;.;.;.;.;.
13076020;Brüel, Stadt;.;.;.;.;.;.;.;.;.
13076021;Brunow;.;.;.;.;.;.;.;.;.
13076022;Buchberg;-;-;-;-;-;-;-;-;-
13076023;Bülow;.;.;.;.;.;.;.;.;.
13076024;Cambs;.;.;.;.;.;.;.;.;.
13076025;Crivitz, Stadt;.;.;.;.;.;.;.;.;.
13076026;Dabel;.;.;.;.;.;.;.;.;.
13076027;Dambeck;.;.;.;.;.;.;.;.;.
13076028;Damm;-;-;-;-;-;-;-;-;-
13076029;Demen;.;.;.;.;.;.;.;.;.
13076030;Dersenow;.;.;.;.;.;.;.;.;.
13076031;Diestelow;-;-;-;-;-;-;-;-;-
13076032;Dobbertin;.;.;.;.;.;.;.;.;.
13076033;Dobin am See;.;.;.;.;.;.;.;.;.
13076034;Dömitz, Stadt;.;.;.;.;.;.;.;.;.
13076035;Domsühl;.;.;.;.;.;.;.;.;.
13076036;Dümmer;.;.;.;.;.;.;.;.;.
13076037;Eldena;.;.;.;.;.;.;.;.;.
13076038;Friedrichsruhe;.;.;.;.;.;.;.;.;.
13076039;Gallin;.;.;.;.;.;.;.;.;.
13076040;Gallin-Kuppentin;.;.;.;.;.;.;.;.;.
13076041;Gammelin;.;.;.;.;.;.;.;.;.
13076042;Ganzlin;-;-;-;-;-;-;-;-;-
13076043;Gischow;.;.;.;.;.;.;.;.;.
13076044;Gneven;.;.;.;.;.;.;.;.;.
13076045;Godern;-;-;-;-;-;-;-;-;-
13076046;Göhlen;.;.;.;.;.;.;.;.;.
13076048;Goldberg, Stadt;.;.;.;.;.;.;.;.;.
13076049;Gorlosen;.;.;.;.;.;.;.;.;.
13076050;Grabow, Stadt;.;.;.;.;.;.;.;.;.
13076051;Granzin;.;.;.;.;.;.;.;.;.
13076052;Grebbin;-;-;-;-;-;-;-;-;-
13076053;Grebs-Niendorf;.;.;.;.;.;.;.;.;.
13076054;Gresse;.;.;.;.;.;.;.;.;.
13076055;Greven;.;.;.;.;.;.;.;.;.
13076056;Groß Godems;.;.;.;.;.;.;.;.;.
13076057;Groß Krams;.;.;.;.;.;.;.;.;.
13076058;Groß Laasch;.;.;.;.;.;.;.;.;.
13076059;Groß Niendorf;-;-;-;-;-;-;-;-;-
13076060;Hagenow, Stadt;.;.;.;.;.;.;.;.;.
13076061;Herzberg;-;-;-;-;-;-;-;-;-
13076062;Hohen Pritz;.;.;.;.;.;.;.;.;.
13076063;Holthusen;.;.;.;.;.;.;.;.;.
13076064;Hoort;.;.;.;.;.;.;.;.;.
13076065;Hülseburg;.;.;.;.;.;.;.;.;.
13076066;Karbow-Vietlübbe;-;-;-;-;-;-;-;-;-
13076067;Karenz;.;.;.;.;.;.;.;.;.
13076068;Karrenzin;.;.;.;.;.;.;.;.;.
13076069;Karstädt;.;.;.;.;.;.;.;.;.
13076070;Kirch Jesar;.;.;.;.;.;.;.;.;.
13076071;Klein Rogahn;.;.;.;.;.;.;.;.;.
13076072;Kobrow;.;.;.;.;.;.;.;.;.
13076073;Kogel;.;.;.;.;.;.;.;.;.
13076074;Körchow;-;-;-;-;-;-;-;-;-
13076075;Kreien;.;.;.;.;.;.;.;.;.
13076076;Kremmin;.;.;.;.;.;.;.;.;.
13076077;Kritzow;.;.;.;.;.;.;.;.;.
13076078;Kuhlen-Wendorf;.;.;.;.;.;.;.;.;.
13076079;Kuhstorf;.;.;.;.;.;.;.;.;.
13076080;Langen Brütz;.;.;.;.;.;.;.;.;.
13076081;Langen Jarchow;.;.;.;.;.;.;.;.;.
13076082;Leezen;.;.;.;.;.;.;.;.;.
13076083;Lehsen;-;-;-;-;-;-;-;-;-
13076084;Leussow;.;.;.;.;.;.;.;.;.
13076085;Lewitzrand;.;.;.;.;.;.;.;.;.
13076086;Lübesse;.;.;.;.;.;.;.;.;.
13076087;Lüblow;.;.;.;.;.;.;.;.;.
13076088;Lübtheen, Stadt;.;.;.;.;.;.;.;.;.
13076089;Lübz, Stadt;.;.;.;.;.;.;.;.;.
13076090;Ludwigslust, Stadt;.;.;.;.;.;.;.;.;.
13076091;Lutheran;-;-;-;-;-;-;-;-;-
13076092;Lüttow-Valluhn;.;.;.;.;.;.;.;.;.
13076093;Malk Göhren;.;.;.;.;.;.;.;.;.
13076094;Malliß;.;.;.;.;.;.;.;.;.
13076095;Marnitz;.;.;.;.;.;.;.;.;.
13076096;Mestlin;.;.;.;.;.;.;.;.;.
13076097;Milow;.;.;.;.;.;.;.;.;.
13076098;Möllenbeck;.;.;.;.;.;.;.;.;.
13076099;Moraas;.;.;.;.;.;.;.;.;.
13076100;Muchow;.;.;.;.;.;.;.;.;.
13076101;Mustin;.;.;.;.;.;.;.;.;.
13076102;Neu Gülze;.;.;.;.;.;.;.;.;.
13076103;Neu Kaliß;.;.;.;.;.;.;.;.;.
13076104;Neu Poserin;.;.;.;.;.;.;.;.;.
13076105;Neustadt-Glewe, Stadt;.;.;.;.;.;.;.;.;.
13076106;Nostorf;.;.;.;.;.;.;.;.;.
13076107;Pampow;.;.;.;.;.;.;.;.;.
13076108;Parchim, Stadt;.;.;.;.;.;.;.;.;.
13076109;Passow;.;.;.;.;.;.;.;.;.
13076110;Pätow-Steegen;.;.;.;.;.;.;.;.;.
13076111;Picher;.;.;.;.;.;.;.;.;.
13076112;Pinnow;.;.;.;.;.;.;.;.;.
13076113;Plate;.;.;.;.;.;.;.;.;.
13076114;Plau am See, Stadt;.;.;.;.;.;.;.;.;.
13076115;Prislich;.;.;.;.;.;.;.;.;.
13076116;Pritzier;.;.;.;.;.;.;.;.;.
13076117;Raben Steinfeld;.;.;.;.;.;.;.;.;.
13076118;Rastow;.;.;.;.;.;.;.;.;.
13076119;Redefin;.;.;.;.;.;.;.;.;.
13076120;Rom;.;.;.;.;.;.;.;.;.
13076121;Schossin;.;.;.;.;.;.;.;.;.
13076122;Schwanheide;.;.;.;.;.;.;.;.;.
13076123;Setzin;.;.;.;.;.;.;.;.;.
13076124;Severin;-;-;-;-;-;-;-;-;-
13076125;Siggelkow;.;.;.;.;.;.;.;.;.
13076126;Spornitz;.;.;.;.;.;.;.;.;.
13076127;Steesow;.;.;.;.;.;.;.;.;.
13076128;Sternberg, Stadt;.;.;.;.;.;.;.;.;.
13076129;Stolpe;.;.;.;.;.;.;.;.;.
13076130;Stralendorf;.;.;.;.;.;.;.;.;.
13076131;Strohkirchen;.;.;.;.;.;.;.;.;.
13076132;Suckow;.;.;.;.;.;.;.;.;.
13076133;Sukow;.;.;.;.;.;.;.;.;.
13076134;Sülstorf;.;.;.;.;.;.;.;.;.
13076135;Techentin;.;.;.;.;.;.;.;.;.
13076136;Teldau;.;.;.;.;.;.;.;.;.
13076137;Tessenow;.;.;.;.;.;.;.;.;.
13076138;Tessin b. Boizenburg;.;.;.;.;.;.;.;.;.
13076139;Toddin;.;.;.;.;.;.;.;.;.
13076140;Tramm;.;.;.;.;.;.;.;.;.
13076141;Uelitz;.;.;.;.;.;.;.;.;.
13076142;Vellahn;.;.;.;.;.;.;.;.;.
13076143;Vielank;.;.;.;.;.;.;.;.;.
13076144;Wahlstorf;-;-;-;-;-;-;-;-;-
13076145;Warlitz;.;.;.;.;.;.;.;.;.
13076146;Warlow;.;.;.;.;.;.;.;.;.
13076147;Warsow;.;.;.;.;.;.;.;.;.
13076148;Weitendorf;.;.;.;.;.;.;.;.;.
13076149;Wendisch Priborn;-;-;-;-;-;-;-;-;-
13076150;Wendisch Waren;-;-;-;-;-;-;-;-;-
